,longitude,latitude,address
88,-79.520679,43.663908,299 The Kingsway
89,-79.392293,43.708335,196 Eglinton Avenue East
90,-79.379421,43.655599,252 Victoria Street
91,-79.341157,43.707219,85 &amp; 95 Thorncliffe Park Drive
92,-79.414226,43.722533,515 Rosewell Avenue
93,-79.382148,43.65053,70 Temperance Street
94,-79.373846,43.643907,28 Freeland Street
95,-79.425814,43.642255,1169 Queen Street West
96,-79.410864,43.660234,430 Markham Street
97,-79.373846,43.643907,28 Freeland Street
98,-79.35713,43.651404,131 Mill Street
99,-79.396486,43.704668,30 Soudan Ave
100,-79.396751,43.688954,40 Delisle Avenue
101,-79.343416,43.77498,130 Parkway Forest Drive
102,-79.285049,43.699842,263/273/283 Pharmacy Avenue
103,-79.349744,43.787979,335 Van Horne Avenue
104,-79.513178,43.686959,530 Scarlett Road
105,-79.341673,43.769318,25 Parkway Forest Drive
106,-79.488147,43.612426,2493 Lakeshore Blvd. West
107,-79.342064,43.774461,106 Parkway Forest Drive
108,-79.392221,43.713163,1000 Mount Pleasant Road
109,-79.391195,43.710736,890 Mount Pleasant Road
110,-79.262766,43.753081,5 Brockley Drive
111,-79.298969,43.782681,2350 Birchmount Road
112,-79.395189,43.712104,110 Erskine Avenue
113,-79.393627,43.712342,140 Erskine Avenue
114,-79.343234,43.77491,125 Parkway Forest Drive
115,-79.486581,43.618688,2301 Lakeshore Boulevard West
116,-79.35214,43.787014,225 Van Horne Ave.
117,-79.498727,43.649596,69 Old Mill Terrace
118,-79.509975,43.660423,571 Prince Edward Drive North
119,-79.271192,43.730627,2303 Eglinton Ave East
120,-79.55591,43.719134,12 Auburndale Court
121,-79.447926,43.695208,787 Vaughan Rd
122,-79.345984,43.763487,20 Graydon Hall Drive
123,-79.400469,43.658335,484 Spadina Ave
124,-79.540792,43.680886,59 Waterford Drive
125,-79.32838,43.741706,10 Roanoke Road
126,-79.436835,43.757986,35 Canyon Avenue
127,-79.518985,43.702308,33 King Street
128,-79.388663,43.709622,305 Roehampton Avenue
129,-79.388216,43.708817,322 Eglinton Avenue East
130,-79.259559,43.707719,Basement 136 Haslam Street
131,-79.342786,43.692917,338-342 Donlands Ave.
132,-79.368151,43.651446,230 230 King St. E.
133,-79.304963,43.728472,1 &amp; 2 &amp; 3 &amp; 5 &amp; 7 Biggin Court
134,-79.395448,43.711879,101 Erskine Avenue
135,-79.315153,43.774952,3 Heatherington Drive
136,-79.315153,43.774952,3 Heatherington Drive
137,-79.445707,43.667254,730 St Clarens Avenue
138,-79.340362,43.70764,95 Thorncliffe Park Dr
139,-79.409947,43.64498,798 Richmond Street West
140,-79.480891,43.728938,27 Paxtonia Blvd 27 Paxtonia Boulevard
141,-79.509008,43.691542,Jane and Weston
142,-79.403389,43.706565,30 Edith Drive
143,-79.302114,43.670448,131 Kenilworth
144,-79.43431,43.666499,197 Hallam Street
145,-79.43431,43.666499,197 Hallam Street
146,-79.43431,43.666499,197 Hallam Street
147,-79.43431,43.666499,197 Hallam Street
148,-79.43431,43.666499,197 Hallam Street
149,-79.370403,43.669761,650 Parliament Street
150,-79.371767,43.669129,260 Wellesley Street East
151,-79.367039,43.649504,121 Lower Sherbourne Street
152,-79.374615,43.657546,251 Jarvis Street
153,-79.490645,43.640389,39 Riverwood Parkway
154,-79.397963,43.65709,160 Huron Street
155,-79.404672,43.66907,50 Spadina Road
156,-79.401584,43.642148,38 Niagara Street
157,-79.43184,43.726303,3388 Bathurst Street /  2 Khedive Avenue
158,-79.488448,43.746962,3390 Keele Street
159,-79.398537,43.709545,3 Broadway Avenue
160,-79.446912,43.695095,633 Northcliffe Blvd
161,-79.477463,43.689287,2701 Eglinton Avenue West
162,-79.414385,43.781691,7 Bishop Avenue
163,-79.273877,43.73153,1 Rosemount Drive
164,-79.424298,43.697646,1862 Bathurst Street
165,-79.423236,43.69522,1660 Bathurst Street
166,-79.423074,43.693948,1650 Bathurst Street
167,-79.552512,43.69491,301 Dixon Road
168,-79.433861,43.6992,1065 Eglinton Ave.
169,-79.430522,43.724698,3311 Bathurst Street
170,-79.375298,43.65485,77 Shuter St
171,-79.420422,43.647682,1 Foxley St.
172,-79.369235,43.644951,15 Lower Jarvis Street
173,-79.525512,43.646664,5 Mabelle Avenue
174,-79.342099,43.658011,150 Logan Avenue
175,-79.380257,43.670406,28 Ted Rogers Way
176,-79.345974,43.682553,829 Pape Ave.
177,-79.412025,43.673508,280 Howland Avenue
178,-79.384691,43.671302,8 Park Road
179,-79.464445,43.656428,111 Pacific Avenue
180,-79.487712,43.682446,15 Arnold Ave.
181,-79.338018,43.762997,135 Fenelon Drive
182,-79.496411,43.768467,9 Jack Wiggins Lane
183,-79.537545,43.638479,5249 Dundas Street W
184,-79.397135,43.708128,39 Roehampton Avenue
185,-79.556109,43.738648,252 Thistle Down Boulevard (Main)
186,-79.482476,43.62258,2212 Lake Shore Boulevard West
187,-79.383028,43.663809,25 Maitland Street
188,-79.351456,43.657826,30 Baseball Place
189,-79.377217,43.651902,25 Richmond Street East
190,-79.400526,43.637652,20 Bruyeres Mews
191,-79.487999,43.624124,165 Legion Road North
192,-79.354158,43.653951,120 Bayview Ave
193,-79.369017,43.755421,36 Elkpath Avenue
194,-79.405923,43.646278,676 Richmond Street West
195,-79.443095,43.696911,1603 Eglinton Ave W
196,-79.397274,43.67228,35 Boswell Avenue
197,-79.491312,43.639582,9 Crown Hill Place
198,-79.53558,43.638942,15 Viking Lane
199,-79.371929,43.671808,575 Bloor Street East
200,-79.39067,43.651804,50 McCaul Street
201,-79.394553,43.685743,26 Balmoral Avenue
202,-79.534705,43.707611,2450 &amp; 2460 Weston Rd.
203,-79.478873,43.623519,20 Shore Breeze Drive
204,-79.31281,43.72691,1 Eccleston Drive
205,-79.547743,43.695266,263 Dixon Road
206,-79.476321,43.697998,2050 Keele Street
207,-79.36616,43.77626,25 Adra Grado Way
208,-79.441693,43.692889,642 Vaughan Road
209,-79.416061,43.677394,1600 Bathurst
210,-79.527376,43.593621,11 Walnut Crescent
211,-79.302171,43.670414,129 Kenilworth
212,-79.426653,43.639782,10 Laidlaw Street
213,-79.426307,43.703842,2100 Bathurst St.
214,-79.416906,43.638566,135 East Liberty Street
215,-79.377154,43.66744,6 Wellesley Pl
216,-79.447724,43.787892,6020 Bathurst Street
217,-79.488186,43.635413,8 Newholm Road
218,-79.352053,43.792571,1555 Finch Avenue East
219,-79.396619,43.694019,111 Lawton Boulevard
220,-79.357776,43.663518,230 Oak Street
221,-79.282508,43.743077,1191 Birchmount Road
222,-79.245688,43.742475,1320-1330 Danforth Road
223,-79.245952,43.744243,1350 Danforth Road
224,-79.432367,43.731591,3575 Bathurst Street
225,-79.413242,43.775741,10 Northtown Way
226,-79.400277,43.71876,3 Strathgowan Avenue
227,-79.364279,43.644922,118 Merchants Wharf
228,-79.387621,43.67181,1 Yorkville Avenue
229,-79.398279,43.655218,130 Baldwin Street
230,-79.283277,43.673272,55 Munro Park Ave
231,-79.447144,43.733702,20 Monte Kwinter Court
232,-79.416906,43.638566,135 East Liberty Street &amp; King West Laneway
233,-79.297214,43.704345,510 Dawes Road
234,-79.454112,43.71448,830 Lawrence Avenue West
235,-79.32932,43.77407,60 Ann OReilly Road
236,-79.347479,43.77395,62 Forest Manor Road
237,-79.414829,43.773352,75 Canterbury Place
238,-79.403612,43.758012,120 Harrison Garden Blvd
239,-79.349363,43.719207,20 Inn On The Park Drive
240,-79.349363,43.719207,30 Inn On The Park Drive
241,-79.32932,43.77407,50 Ann OReilly Road
242,-79.329372,43.774248,55 Ann OReilly Road
243,-79.38798,43.76802,2885 Bayview Ave
244,-79.3786,43.71789,1900 Bayview Avenue
245,-79.393298,43.710505,99 Broadway Avenue
246,-79.392045,43.706629,83 Redpath Ave
247,-79.393652,43.708767,161 Roehampton Avenue
248,-79.56277,43.64136,10 Eva Road
249,-79.511799,43.661316,20 Brin Drive
250,-79.527417,43.645586,7 Mabelle Avenue
251,-79.525043,43.644536,9 Mabelle Avenue
252,-79.371445,43.671754,585 Bloor Street East
253,-79.376298,43.667145,120 Homewood Ave
254,-79.391341,43.64505,270 Wellington Street West
255,-79.380637,43.641339,10 York Street
256,-79.369032,43.64404,15 Lower Jarvis Street
257,-79.411999,43.638889,49 East Liberty Street
258,-79.392133,43.644309,20 Blue Jays Way
259,-79.386581,43.661825,832 Bay Street
260,-79.378253,43.660825,89 McGill Street
261,-79.38967,43.644375,300 Front Street West
262,-79.54553,43.60133,408 Brown&#x27;s Line
263,-79.448578,43.646582,150 Fermanagh Ave
264,-79.405146,43.669734,66 Spadina Road
265,-79.399229,43.680261,320
266,-79.435714,43.744178,3896 Bathurst Street
267,-79.302114,43.670448,131 Kenilworth Ave
268,-79.435552,43.743489,3892 Bathurst Street
269,-79.435652,43.742873,3888 Bathurst Street
270,-79.302171,43.670414,129 Kenilworth Ave
271,-79.43691,43.74906,4190 Bathurst Street
272,-79.3451,43.667287,495 Logan Ave.
273,-79.383184,43.653226,263 Boston
274,-79.541591,43.63383,50 Thomas Riley Road
275,-79.277928,43.675337,3000
276,-79.438874,43.636767,122 Dowling Avenue
277,-79.428731,43.714525,2900 Bathurst Street
278,-79.391241,43.706546,18 Brownlow Avenue
279,-79.317432,43.76379,2301 Victoria Park Ave
280,-79.375628,43.665592,82 Homewood Avenue
281,-79.478216,43.670477,2300 St Clair Avenue West
282,-79.53648,43.608283,139 North Carson Street
283,-79.379949,43.668561,100 Gloucester St and 105 Isabella St
284,-79.364961,43.666528,115 Winchester Street
285,-79.44094,43.703489,145 Marlee Avenue
286,-79.333979,43.759043,1200 York Mills Road
287,-79.39236,43.801377,4001 - 4005 Bayview Avenue
288,-79.44371,43.639962,55 Triller Avenue
289,-79.245688,43.743437,1340 Danforth Road
290,-79.332198,43.66407,32 Curzon street
291,-79.330442,43.715125,5 Dufresne Court
292,-79.358454,43.66144,130 River St
293,-79.415811,43.639519,100 Western Battery Rd
294,-79.371445,43.671754,585 Bloor St E
295,-79.407131,43.642864,801 King St W
296,-79.355444,43.652948,35 Rolling Mills Rd
297,-79.397236,43.646188,399 Adelaide St
298,-79.390197,43.641606,35 Mariner Terr
299,-79.389155,43.652326,210 Simcoe St
300,-79.355378,43.656981,51 Trolley Cres
301,-79.54024,43.63497,20 Samuel Wood Way
302,-79.365945,43.654729,132 Berkeley Street
303,-79.413861,43.765046,151 Beecroft Road
304,-79.383971,43.655291,570 Bay Street
305,-79.533,43.643555,5191 Dundas Street West
306,-79.531935,43.643539,7 Summerland Terrace
307,-79.532199,43.643192,3 Summerland Terrace
308,-79.375902,43.654394,167 Church Street
309,-79.310421,43.680777,763 Woodbine Ave.
310,-79.499937,43.672599,72 Edinborough Court
311,-79.400886,43.718621,2730 Yonge Street
312,-79.3992,43.64342,508 Wellington St
313,-79.366017,43.649108,60 Princess St
314,-79.350648,43.690415,100 Gamble Ave
315,-79.399473,43.638518,70 Queens Wharf Rd
316,-79.402831,43.637362,38 Grand Magazine St
317,-79.391397,43.788792,10 Ruddington Drive
318,-79.376989,43.642797,18 Harbour St
319,-79.435681,43.635392,110-120 Jameson Avenue
320,-79.393232,43.639406,11 Brunel Crt
321,-79.370793,43.652205,105 George St
322,-79.397321,43.640287,21 Iceboat Terrace
323,-79.350915,43.657685,25 Baseball Pl
324,-79.437107,43.749895,4222 Bathurst Street
325,-79.480355,43.70741,1465 Lawrence Ave West
326,-79.392676,43.648475,125 Peter St
327,-79.400533,43.641201,576 Front St
328,-79.427556,43.643208,8 Gladstone Ave
329,-79.401501,43.688141,565 Avenue Road
330,-79.52509,43.684254,165 La Rose Avenue
331,-79.38792,43.698014,268 Merton Street
332,-79.520165,43.662699,12 Bexhill Court
333,-79.331901,43.751731,15 Brookbanks Drive
334,-79.579063,43.628912,240 Markland Dr
335,-79.275092,43.724925,739 Birchmount Road
336,-79.436646,43.748163,4141 Bathurst Street
337,-79.442585,43.771993,4900 Bathurst Street
338,-79.420761,43.688606,1602 Bathurst
339,-79.420461,43.688051,1596-1598 Bathurst Street
340,-79.544494,43.751181,2397 FINCH AVE W
341,-79.329612,43.718432,31-35 St. Dennis Drive
342,-79.409853,43.685242,6 PARKWOOD AVENUE
343,-79.400819,43.641654,39 Niagara St.
344,-79.379629,43.71144,599 Roehampton Avenue
345,-79.442934,43.7753,4979 Bathurst Street
346,-79.435159,43.742833,3905 Bathurst Street
347,-79.517772,43.601024,272 Birmingham Street
348,-79.392833,43.691967,42 Glen Elm Avenue
349,-79.406501,43.685397,82 Warren Road
350,-79.411199,43.689224,310-312 Lonsdale Road
351,-79.433353,43.67562,2 Regal Road
352,-79.421215,43.687029,130 Raglan Avenue
353,-79.442967,43.661702,540 Street Clarens Avenue
354,-79.382122,43.656967,20 Edward Street
355,-79.43949,43.637788,150 Dowling Avenue
356,-79.411206,43.683626,330 Spadina Road
357,-79.400674,43.707469,33 Orchard View Boulevard.
358,-79.400739,43.707641,411 Duplex Avenue
359,-79.307675,43.736601,1757
360,-79.412699,43.684664,355 St. Clair Avenue West
361,-79.524985,43.703852,2180
362,-79.381834,43.766765,11 Dervock Crescent
363,-79.327759,43.741203,7
364,-79.300022,43.697825,2
365,-79.399773,43.687094,1 Oriole Road
366,-79.505168,43.764473,500 Murray Ross Parkway
367,-79.490134,43.610295,2527 Lake Shore Blvd West
368,-79.239106,43.740406,370 McCowan Road
369,-79.516427,43.738655,2020 Sheppard Ave West
370,-79.355469,43.784075,46-75 Goodview Road
371,-79.401663,43.72266,2928 Yonge Street
372,-79.426377,43.796648,15 Tangreen Court
373,-79.426377,43.796648,5 Tangreen Court
374,-79.362417,43.760886,44 Stubbs Drive
375,-79.561951,43.6939,10 Blackfriar Ave.
376,-79.505597,43.601909,148 Islington Avenue
377,-79.544973,43.697468,236 Dixon Road
378,-79.423027,43.706123,630 Roselawn Ave.
379,-79.479238,43.624007,33 Shore Breeze Drive
380,-79.397167,43.704325,5 Soudan Avenue
381,-79.386767,43.664937,31 Phipps Street
382,-79.397224,43.708143,8 Eglinton Avenue Eas
383,-79.398474,43.644252,75 Portland Street
384,-79.53038,43.64548,17 Michael Power Place
385,-79.436456,43.645514,105 West Lodge
386,-79.311478,43.670947,140 Kingston Road
387,-79.469902,43.691757,2 Glenhaven Street
388,-79.456878,43.694454,2040 Eglinton Avenue West
389,-79.298359,43.699582,82 Halsey Avenue
390,-79.384995,43.659667,761 Bay St
391,-79.419644,43.685564,1554
392,-79.310399,43.709273,1000 O&#x27;Connor Dr.
393,-79.271586,43.713326,570 Birchmount Road
394,-79.399767,43.642345,11 Niagara Street
395,-79.37599,43.659666,262 Jarvis Street
396,-79.327973,43.730949,18 Concorde Place
397,-79.415905,43.641581,1030 King Street West
398,-79.288232,43.756935,1477 Birchmount Road
399,-79.36972,43.676613,36 Castle Frank Road
400,-79.379082,43.642187,88 Harbour St
401,-79.376394,43.646076,8 The Esplanade
402,-79.542386,43.590024,92 James St
403,-79.409325,43.639391,30 Ordnance St
404,-79.380609,43.670587,28 Ted Rogers Way
405,-79.392662,43.642808,381 Front St W
406,-79.37335,43.652004,95 Lombard St
407,-79.309695,43.667711,1765 Queen St E
408,-79.440984,43.636667,1512 King Street West
409,-79.400723,43.683555,2 Clarendon Ave
410,-79.405342,43.667227,11 Walmer Rd
411,-79.402996,43.663972,Spadina Towers
412,-79.383704,43.667657,33 Isabella St
413,-79.29951,43.782859,2360 Birchmount Road
414,-79.401338,43.645376,501 Adelaide St
415,-79.483764,43.735943,50 George Butchart Drive
416,-79.412577,43.772306,260 Doris Avenue
417,-79.491937,43.737121,18 &amp; 20 Skipton Crt
418,-79.327587,43.761092,1264 York Mills Rd.
419,-79.515421,43.601717,68 Fifteenth Street
420,-79.362582,43.759511,390 - 400 Woodsworth Road
421,-79.431489,43.728047,3443 Bathurst Street
422,-79.487999,43.624124,165 Legion Road North
423,-79.440809,43.636724,1510 King Street West
424,-79.368599,43.663946,229 Carlton Street
425,-79.39807,43.728259,153 Ranleigh Avenue
426,-79.493545,43.63769,2 Basking Ridge
427,-79.268943,43.733676,806 Kennedy Road
428,-79.411323,43.639573,19 Western Battery Rd
429,-79.424454,43.68443,210 Wychwood Avenue
430,-79.420938,43.74046,166 Wilson Avenue
431,-79.419529,43.738772,200 Ridley Boulevard
432,-79.421291,43.741895,2181 Avenue Road
433,-79.42129,43.741382,2177 Avenue Road
434,-79.421201,43.740855,2175 Avenue Road
435,-79.428493,43.65043,12 &amp; 14 Rusholme Drive
436,-79.308775,43.677868,619 Woodbine Avenue
437,-79.43894,43.635531,5 Glenavon Road
438,-79.337259,43.680697,5 Donlands Avenue
439,-79.302834,43.707782,2890 St Clair Avenue East
440,-79.25128,43.700982,4-6 Folcroft
441,-79.564339,43.653645,580 The East Mall
442,-79.382012,43.663292,40 Alexander Street
443,-79.394802,43.69765,45 Balliol Street
444,-79.388104,43.699738,225 Davisville Avenue
445,-79.400027,43.638599,80 Queens Wharf Rd
446,-79.288056,43.756696,1475 Birchmount Road
447,-79.548751,43.676519,5 Cheviot Place
448,-79.319841,43.675959,1636 Gerrard Street East
449,-79.284005,43.746696,1255 Birchmount Road
450,-79.350085,43.777465,12 -24 Leith Hill RD
451,-79.391737,43.684709,7 Jackes Avenue
452,-79.456525,43.656649,549 Indian Road
453,-79.4026,43.644768,111 Bathurst St
454,-79.414793,43.638081,75 East Liberty St
455,-79.397947,43.639783,151 Dan Leckie Way
456,-79.382787,43.642282,30 Grand Trunk Cres
457,-79.377574,43.715753,1903 Bayview Avenue
458,-79.402138,43.637672,50 Bruyeres Mews
459,-79.379949,43.669228,550 Jarvis Street
460,-79.429059,43.681988,143 Arlington Avenue
461,-79.392044,43.644937,36 Blue Jays Way
462,-79.391145,43.648002,290 Adelaide St W
463,-79.380521,43.642629,65 Bremner Blvd
464,-79.388413,43.64904,30 Nelson St
465,-79.433633,43.645374,133 Florence St.
466,-79.395979,43.708523,100 Roehampton Avenue
467,-79.375318,43.666301,155 Wellesley Street East
468,-79.488448,43.696604,15 Martha Eaton Way
469,-79.378288,43.659911,77 &amp; 99 Gerrard Street West
470,-79.390665,43.668098,2 St. Thomas Street
471,-79.306437,43.697198,327 Chisholm Ave.
472,-79.541007,43.750984,15 Vena Way
473,-79.313239,43.753377,2029-2055 Victoria Park Ave.
474,-79.445982,43.723507,120 Varna Dr.
475,-79.249808,43.714376,468 Midland Avenue
476,-79.513313,43.754519,101 driftwood ave
477,-79.409724,43.639701,50 Ordnance St
478,-79.545769,43.603704,521 Brown&#x27;s Line
479,-79.498471,43.605649,131 Lake Crescent
480,-79.383792,43.667351,30 Gloucester Street
481,-79.556349,43.694354,345 Dixon Road
482,-79.347505,43.780626,20 Godstone Road
483,-79.382508,43.650763,70 Temperance Street
484,-79.41135,43.672957,245 Howland Avenue
485,-79.52956,43.704926,2292 Weston Rd.
486,-79.529209,43.704744,2278 Weston Road
487,-79.528241,43.704879,2263 Weston Road
488,-79.527715,43.703792,2222 Weston Rd.
489,-79.527171,43.703945,2220 Weston Rd.
490,-79.558105,43.640906,350 The East Mall
491,-79.489187,43.612351,2495 Lake Shore Boulevard
492,-79.489151,43.616136,26 Albert Avenue
493,-79.287164,43.69225,10 Macey Avenue
494,-79.331867,43.752367,1-31 Valleywoods Rd
495,-79.527554,43.704648,2255 Weston Road
496,-79.447634,43.732552,18 Tretti Way
497,-79.447965,43.733607,38 Monte Kwinter Court
498,-79.374199,43.663255,1 Homewood Avenue
499,-79.554768,43.718288,6 Auburndale Court
500,-79.329904,43.676792,100 Unity Road
501,-79.419031,43.685434,31 Tichester Road
502,-79.300912,43.727424,19 Craigton Drive
503,-79.245423,43.744966,1360 Danforth Road
504,-79.529755,43.705338,2304 Weston Road
505,-79.433951,43.657518,919 Dufferin
506,-79.547568,43.608247,765 Browns Line
507,-79.399581,43.70886,33 Helendale Avenue
508,-79.372329,43.667594,222 Wellesley Street East
509,-79.479429,43.708904,1440 Lawrence Avenue West
510,-79.520197,43.664354,9 St Steven&#x27;s Court
511,-79.428149,43.709075,2700 Bathurst Street
512,-79.397498,43.708472,30 Roehampton Avenue
513,-79.39252,43.645694,115 Blue Jays Way
514,-79.414954,43.775537,5418 Yonge St
515,-79.371413,43.643796,55 Cooper St
516,-79.284864,43.673043,83 &amp; 85 Silver Birch Avenue
517,-79.382082,43.668038,608 Church Street
518,-79.400945,43.671111,177 St. George Street
519,-79.392111,43.707271,107 Redpath Avenue
520,-79.33515,43.715064,200 Gateway Blvd
521,-79.447703,43.666159,1401-1407 Dupont Street
522,-79.301881,43.7076,2893 &amp; 2897 St. Clair Ave. E
523,-79.349944,43.688423,130 Gowan Ave.
524,-79.542919,43.58805,45 Forty Second St.
525,-79.288301,43.672168,2367 Queen St. E
526,-79.520471,43.766508,4500 Jane St.
527,-79.528114,43.704014,2240 Weston Rd.
528,-79.322482,43.76098,77 Parkwoods Village Dr.
529,-79.356016,43.68941,65-65A Hillside Dr.
530,-79.43527,43.634354,90 Jameson Avenue
531,-79.442017,43.692865,1A Bansley Ave
532,-79.395343,43.710677,66 Broadway Ave
533,-79.51495,43.750709,2801 Jane St.
534,-79.378132,43.664772,414 Jarvis Street
535,-79.428458,43.714781,2895 Bathurst Street
536,-79.493548,43.63851,4 Hill Heights Road
537,-79.393729,43.639851,15 Fort York Blvd W
538,-79.470355,43.691184,2507 &amp; 2515 Eglinton Avenue West
539,-79.405576,43.666912,7 Walmer Rd
540,-79.380389,43.659781,40 Gerrard St. E
541,-79.559325,43.630509,211
542,-79.342199,43.735087,1061 Don Mills Road
543,-79.545629,43.588639,55 Forty Second St.
544,-79.394385,43.709124,150 Roehampton Avenue
545,-79.279808,43.674538,2402-2406 Queen St. E
546,-79.383994,43.665826,15 Dundonald Street
547,-79.298799,43.728038,860 Pharmacy Avenue
548,-79.298882,43.727331,40 Craigton Drive
549,-79.300472,43.72716,23 Craigton Drive
550,-79.435445,43.634741,96 Jameson Avenue
551,-79.395941,43.704854,33 Holly St.
552,-79.399742,43.63942,170 Fort York Blvd
553,-79.449592,43.691669,65 Dynevor Road
554,-79.562056,43.63845,15 Eva Road
555,-79.350306,43.689047,91 Cosburn Ave.
556,-79.322834,43.759829,70 Parkwoods Village Dr.
557,-79.385224,43.664598,11 Wellesley St W
558,-79.383268,43.641428,25 Lower Simcoe St
559,-79.280843,43.681907,1150 and 1200 Kingston Rd.
560,-79.377215,43.651909,25 Richmond St E
561,-79.283185,43.681258,1080 Kingston Rd.
562,-79.392127,43.697943,155 Balliol Street
563,-79.426037,43.705619,2515 Bathurst Street
564,-79.440099,43.77509,15 Brenthall Ave
565,-79.393686,43.706518,65 Lillian Street
566,-79.464974,43.656286,102-116 Pacific Ave
567,-79.384854,43.658493,55 Gerrard St W
568,-79.464774,43.65525,65 High Park (Leasing Centre)
569,-79.3828,43.660269,424 Yonge Street
570,-79.383259,43.769669,640 Sheppard Avenue East
571,-79.392573,43.706291,88 Redpath Avenue
572,-79.400071,43.646939,525 Richmond Street West
573,-79.398454,43.669415,50 Prince Arthur Avenue
574,-79.413374,43.684952,400 Walmer Road
575,-79.379685,43.674169,5 &amp; 11 Elm Avenue
576,-79.425861,43.688859,261 Vaughan
577,-79.386848,43.709461,368 Eglinton Ave East
578,-79.246128,43.740223,1284 Danforth Road
579,-79.326591,43.663922,1331 Queen St E
580,-79.383184,43.653226,138 Downes St
581,-79.399201,43.637521,17 Bathurst St
582,-79.427279,43.639992,295 Dufferin Street
583,-79.383489,43.663731,501 Yonge St
584,-79.298398,43.70403,508 Dawes Road
585,-79.427537,43.708036,660 Briar Hill Ave.
586,-79.330801,43.715989,45 Grenoble Dr
587,-79.392195,43.651345,50 Stephanie St
588,-79.346168,43.690186,150 Cosburn Ave
589,-79.277674,43.699235,30 Burnhill Rd
590,-79.437798,43.635768,99 Dowling Avenue
591,-79.381488,43.639975,8 York St
592,-79.428411,43.635125,24 Tyndall Avenue
593,-79.380307,43.666135,80 Wellesley Street
594,-79.570441,43.652463,555 The West Mall
595,-79.358487,43.659958,25 Nicholas Avenue
596,-79.492684,43.635553,317 Park Lawn Road
597,-79.490055,43.744913,1450 Sheppard Avenue
598,-79.428207,43.642854,20 Minowan Miikan Lane
599,-79.392703,43.64752,101 Peter St
600,-79.380487,43.642918,55 Bremner Blvd
601,-79.299944,43.728073,1 Rannock Street
602,-79.271581,43.713337,570 Birchmount Road
603,-79.284005,43.746696,1255 Birchmount Road
604,-79.391083,43.698791,141 Davisville Avenue
605,-79.526358,43.683844,1407 Royal York Road
606,-79.349849,43.776733,25 Leith Hill Rd
607,-79.569114,43.674876,10 Willowridge Road
608,-79.512445,43.68326,30 Fontenay Court
609,-79.349007,43.774807,1650 Sheppard Avenue East
610,-79.514016,43.684668,25 Richview Road
611,-79.512654,43.684505,1B Richview Road
612,-79.512654,43.684505,1A Richview Road
613,-79.392031,43.645734,125 Blue Jays Way
614,-79.34795,43.776872,2600 Don Mills Rd.
615,-79.302409,43.707946,2892 St. Clair Ave. E
616,-79.350088,43.689399,100 Cosburn Ave.
617,-79.440017,43.774724,286 Finch Avenue West
618,-79.31224,43.668376,2 12Kingston Road
619,-79.28486,43.747576,1265 Birchmount Road
620,-79.401417,43.637174,38 Iannuzzi St
621,-79.340351,43.704484,71 Thorncliffe Park Dr.
622,-79.572372,43.656053,70 Dixfield Drive
623,-79.454479,43.771077,625 Finch Avenue West
624,-79.444149,43.771411,9 Kingsbridge Court
625,-79.351572,43.688168,80 Gowan Avenue
626,-79.418387,43.637453,5 Hanna Ave
627,-79.377038,43.642762,33 Bay St
628,-79.39385,43.641184,4 Spadina Ave
629,-79.373284,43.66374,391 Sherbourne St
630,-79.392154,43.706866,107 Redpath Ave
631,-79.382148,43.65053,70 Temperance St
632,-79.399752,43.638806,90 Queens Wharf Rd
633,-79.392527,43.645796,357 King St W
634,-79.38234,43.667635,608 Church St
635,-79.300582,43.728406,4 &amp; 8 Rannock Street / 880 Pharmacy Avenue Rannock/Pharmacy
636,-79.454099,43.777566,120 Torresdale Avenue
637,-79.496427,43.67743,898 Jane Street
638,-79.426344,43.636331,200 Dufferin Street
639,-79.396482,43.645536,478 King St W
640,-79.392748,43.650521,18 Beverley St
641,-79.264361,43.750573,1385 Midland Avenue
642,-79.387794,43.671623,1 Yorkville Ave
643,-79.373429,43.646926,2A Church St
644,-79.531169,43.590783,21 Park Blvd.
645,-79.374086,43.671112,730 Ontario Street
646,-79.558368,43.718323,3 Torobtolton Drive
647,-79.283418,43.769187,5 Glamorgan Avenue
648,-79.310842,43.671005,156 Kingston Road
649,-79.436259,43.636913,140
650,-79.329833,43.677844,110 Unity Road
651,-79.402572,43.722353,14 Chatsworth Drive
652,-79.442827,43.792423,765 Steeles Ave West
653,-79.396042,43.711387,77 Erskine Avenue
654,-79.399857,43.643262,50 Portland Street
655,-79.345316,43.689954,165 Cosburn Avenue
656,-79.356556,43.689534,68 Hillside Dr.
657,-79.43738,43.639817,200 Jameson Ave
658,-79.321162,43.760411,67 Parkwoods Village Dr.
659,-79.256524,43.737139,30 Gilder Drive
660,-79.467102,43.654388,50 High Park Avenue
661,-79.503715,43.761105,35 Fountainhead Road
662,-79.355092,43.672326,569 Broadview Avenue
663,-79.400756,43.719976,2837 Yonge Street
664,-79.433951,43.63438,22 Close Ave
665,-79.403412,43.665074,710 Spadina Ave
666,-79.40194,43.689442,587 Avenue Road
667,-79.323843,43.761976,1300 York Mills Rd
668,-79.445962,43.655626,221 Sterling Road
669,-79.519638,43.66317,289 The Kingsway
670,-79.504216,43.762599,40 Fountainhead Road
671,-79.513664,43.752331,50 Driftwood
672,-79.402185,43.64534,525 Adelaide Street West
673,-79.389427,43.69857,221 &amp; 265 Balliol Street
674,-79.256964,43.729781,746 Midland Avenue
