,price,address,beds,baths,size,longitude,latitude
723,2400,629 King Street West,1,1,451 ,-79.40154,43.644001
724,3680,536 College Street,2,1,1400 ,-79.411113,43.655951
725,1200,563 Beresford Avenue,1,2,1700 ,-79.481583,43.661177
726,3500,10 Park Lawn Road,2.5,2,870 ,-79.483856,43.623259
727,1700,44 Euclid Avenue,2,1,,-79.408325,43.647583
728,3499,1331 Gerrard Street East,2,1.5,1150 ,-79.325915,43.671121
729,3200,195 Redpath Avenue,2,2,680 ,-79.393445,43.710216
730,1295,693 Spadina Avenue,1,1,800 ,-79.402626,43.665318
731,1250,193 Dowling Avenue,1,1,10 ,-79.439605,43.639735
732,2850,150 Logan Avenue,1.5,2,650 ,-79.341762,43.658368
733,1850,18 Chrysler Crescent,1,1,750 ,-79.306687,43.74499
734,8950,204 Howard Park Avenue,3,1,1800 ,-79.455974,43.650442
735,8950,204 Howard Park Avenue,2,1,,-79.455974,43.650442
736,2500,19 Barberry Place,1.5,1,600 ,-79.384788,43.766089
737,2400,15 Baseball Place,1,1,500 ,-79.351509,43.657532
738,1800,900 Mount Pleasant Road,1,1,647 ,-79.39162,43.711529
739,2450,150 Logan Avenue,1,1,510 ,-79.341762,43.658368
740,1200,Camperdown Avenue,4,2,,-79.563093,43.696647
741,3150,600 Fleet Street,1,1,650 ,-79.400371,43.636953
742,3100,954 King Street West,1.5,1.5,690 ,-79.413375,43.642027
743,3200,14 Markdale Avenue,1,2.5,1000 ,-79.425004,43.694429
744,1475,1088 Avenue Road,1,1,575 ,-79.41031,43.707249
745,2200,2365 Queen Street East,1,1,760 ,-79.288494,43.672164
746,2789,5 Richgrove Drive,2,1.5,1200 ,-79.564867,43.676457
747,1700,34 Anola Place,1,1,,-79.25725,43.743331
748,3675,964 Dundas Street West,3,1,1200 ,-79.414478,43.650752
749,1450,10 Cedarvale Avenue,1,1,,-79.310058,43.684086
750,3900,342 Jarvis Street,1.5,3,,-79.377226,43.662944
751,1950,69 Bywood Drive,1,1,,-79.53966,43.656789
752,1900,9 Valhalla Inn Road,1,1,541 ,-79.559466,43.639968
753,875,147 Chelmsford Avenue,1,1,400 ,-79.439271,43.791766
754,1000,481 Vaughan Road,1,1,,-79.435273,43.69003
755,3800,37 Grosvenor Street,2,2,752 ,-79.38591,43.66234
756,2000,25 Capreol Court,1,1,510 ,-79.395585,43.640765
757,1950,236 Garden Avenue,1,1,900 ,-79.449588,43.643599
758,3499,700 King Street West,2,1,750 ,-79.403314,43.64406
759,3300,1 Old Mill Drive,1.5,1,700 ,-79.486647,43.648251
760,3850,11 Wellesley Street West,2,2,799 ,-79.385343,43.664567
761,4000,11 Wellesley Street West,2,2,799 ,-79.385343,43.664567
762,4600,1 Bloor Street East,2,2,1038 ,-79.386246,43.670159
763,5900,7 Grenville Street,3,3,1399 ,-79.383854,43.661897
764,9290,19 Gormley Avenue,5,4,2500 ,-79.398083,43.694281
765,3650,99 Broadway Avenue,2,2,699 ,-79.393298,43.710505
766,3950,85 Wood Street,2.5,2,775 ,-79.379292,43.662786
767,3000,577 Eglinton Avenue West,2,1,1000 ,-79.41493,43.703008
768,4000,14 Markdale Avenue,2,2.5,1500 ,-79.425004,43.694429
769,2875,36 Lisgar Street,2,2,560 ,-79.423245,43.641888
770,3100,181 Dundas Street East,2,1,650 ,-79.374041,43.657068
771,2800,20 Omagh Avenue,3,1,1200 ,-79.538632,43.719597
772,1600,338 Euclid Avenue,2,1,800 ,-79.411156,43.654679
773,2300,90 Glen Everest Road,1,1,585 ,-79.25266,43.70332
774,1250,47 Grant Street,0.5,1,275 ,-79.348822,43.660557
775,2000,2015 Sheppard Avenue East,2,2,990 ,-79.33731,43.775407
776,3280,85 Wood Street,2,1,700 ,-79.3792,43.662752
777,2300,251 Jarvis Street,0,1,388 ,-79.374108,43.657376
778,2750,600 Queens Quay West,1.5,1,720 ,-79.397849,43.636656
779,2400,26 Gibbs Road,1,1,550 ,-79.558304,43.638863
780,2690,Toronto Street,2,1,1500 ,-79.376157,43.650131
781,2550,19 Grand Trunk Crescent,1.5,1,716 ,-79.382717,43.641672
782,5250,30 Tretti Way,2,2,,-79.448532,43.733069
783,3200,115 McMahon Drive,2,2,755 ,-79.370569,43.767247
784,4550,129 Kenilworth Avenue,3,1.5,980 ,-79.302171,43.670414
785,2100,Tavistock Road,1,1,,-79.493402,43.732247
786,3295,2 Traymore Crescent,2,1,1000 ,-79.488975,43.648022
787,2450,2 Edith Drive,1,1,595 ,-79.403113,43.706039
788,1900,208 McCaul Street,1,0,120 ,-79.392968,43.657252
789,2150,188 Fairview Mall Drive,0,1,375 ,-79.341335,43.780285
790,2750,15 Viking Lane,1.5,1,650 ,-79.535311,43.639367
791,2450,33 Singer Court,1,1,,-79.36864,43.769571
793,1895,1745 Bathurst Street,1,1,888 ,-79.42474,43.699627
794,5295,208 Niagara Street,2.5,2,1300 ,-79.407875,43.643289
795,3500,63 Lockerbie Avenue,3,1,1900 ,-79.515791,43.711566
796,5800,27 Wright Avenue,3.5,2,,-79.44171,43.646644
797,1800,50 Ordnance Street,1,1,,-79.409724,43.639701
798,3400,150 Logan Avenue,2,2,717 ,-79.341762,43.658368
799,2900,1215 York Mills Road,2,2,,-79.332222,43.759401
800,2550,8 Tippett Road,1.5,2,641 ,-79.446886,43.732414
801,2950,1441 Dufferin Street,2,1,800 ,-79.440135,43.671652
802,2600,88 Harbour Street,1,1,550 ,-79.379177,43.641816
803,2100,Bowhill Crescent,3,1,1000 ,-79.331165,43.785949
804,3100,717 Lawrence Avenue West,2,1.5,1055 ,-79.448391,43.714978
805,1050,2 Sparta Road,1,1,,-79.477463,43.710105
806,3350,121 Lower Sherbourne Street,2,2,680 ,-79.367039,43.649504
807,2450,7 Carlton Street,1,1,700 ,-79.38218,43.661222
808,2600,8 Tippett Road,1.5,1,585 ,-79.446886,43.732414
809,2900,55 Cooper Street,1.5,1,700 ,-79.371804,43.644913
810,2550,1 Shaw Street,1,1,600 ,-79.414319,43.640845
811,2450,195 Redpath Avenue,1,1,,-79.393445,43.710216
812,3600,155 Marlee Avenue,3,2,1300 ,-79.44161,43.704633
813,3950,525 Adelaide Street West,2,2,1000 ,-79.402356,43.645218
814,2950,226 Wilmington Avenue,3,2,1000 ,-79.457395,43.763173
815,2900,501 Yonge Street,1.5,1,600 ,-79.383534,43.663141
816,2650,24 Wellesley Street West,1.5,1,680 ,-79.385917,43.664848
817,3300,112 Rosethorn Avenue,2,3,1000 ,-79.463369,43.679596
818,1100,455 Front Street East,1,1,,-79.356503,43.652764
819,2200,169 Fort York Boulevard,1,1,499 ,-79.400949,43.638499
820,1450,12A Gower Street,1,1,350 ,-79.297494,43.702341
821,3300,605 Huron Street,3,1,1250 ,-79.403729,43.673478
822,2995,446 Roxton Road,3,1,900 ,-79.423638,43.659558
823,3000,55 Harrison Garden Boulevard,1.5,1,705 ,-79.407416,43.756684
824,1050,12 Laredo Court,1,1.5,150 ,-79.39763,43.786374
825,2050,201 Oakwood Avenue,3,1.5,1000 ,-79.436478,43.68216
827,2350,2015 Sheppard Avenue East,1,1,500 ,-79.33731,43.775407
828,3995,278 Betty Ann Drive,2,1,,-79.433181,43.766006
829,8995,314 Cosburn Avenue,5,3.5,3500 ,-79.339071,43.691934
830,5999,452 Gerrard Street East,2,2,2000 ,-79.360746,43.663518
831,2800,169 Fort York Boulevard,1,1,500 ,-79.400949,43.638499
832,4000,14 Dovercourt Road,2,2,800 ,-79.421893,43.641727
833,2650,608 Richmond Street West,1,1,490 ,-79.402977,43.646821
834,2300,Cambridge Avenue,1,1.5,600 ,-79.359676,43.678584
835,6000,32 Peveril Hill North,5,5,2000 ,-79.426636,43.699924
836,2400,830 Lawrence Avenue West,1,1,450 ,-79.454269,43.715009
837,2100,Cambridge Avenue,1,1,600 ,-79.359676,43.678584
838,2100,2121 Bathurst Street,1,1,800 ,-79.42533,43.703916
839,1450,39 John Perkins Bull Drive,1,1,,-79.475178,43.732925
840,2800,8 Tippett Road,2,2,777 ,-79.446886,43.732414
841,2495,1778 Bloor Street West,1,1,600 ,-79.461008,43.655077
842,2100,436 Concord Avenue,1,1,540 ,-79.428608,43.665566
843,2397,91 Wellesley Street East,1,1,650 ,-79.379511,43.665628
844,2000,Beatrice Street,1,1,710 ,-79.41647,43.654436
845,2520,56 Forest Manor Road,1,1,500 ,-79.345063,43.773345
846,2550,7 Mabelle Avenue,1.5,1,631 ,-79.525703,43.646547
847,3100,775 King Street West,1,1,650 ,-79.406184,43.643022
848,2850,150 Logan Avenue,1.5,2,647 ,-79.341762,43.658368
849,4000,33 Frederick Todd Way,1.5,2,750 ,-79.360921,43.713887
850,2900,812 Lansdowne Avenue,2,1,657 ,-79.447677,43.665299
851,1800,50 Power Street,1,1,650 ,-79.362726,43.654687
852,1700,775 Lansdowne Avenue,2,1,,-79.443655,43.66136
853,3500,55 Endean Avenue,2.5,1,1300 ,-79.333239,43.668849
854,2295,338 Euclid Avenue,2,1,700 ,-79.411156,43.654679
855,2600,40 Scollard Street,1.5,1,650 ,-79.38956,43.672481
856,650,33 Darrell Avenue,1,1,14 ,-79.31003,43.681936
857,640,64 Stonedene Boulevard,1,1,,-79.449457,43.787092
858,1795,494 Mortimer Avenue,1,1,535 ,-79.330933,43.689895
859,2850,34 Garthdale Court,3,1,1250 ,-79.464737,43.762956
860,4500,58 Highfield Road,3,1,,-79.32405,43.66851
861,2400,14 York Street,1,1,550 ,-79.381539,43.641966
863,850,17 Lanbrooke Avenue,1,1,,-79.437094,43.775654
864,5700,25 Ridley Gardens,4,2,1800 ,-79.452072,43.642802
865,3550,100 Western Battery Road,2,2,840 ,-79.415811,43.639519
866,3895,20 Richardson Street,2,2,645 ,-79.368718,43.645487
867,2400,26 Gifford Street,2,1,850 ,-79.36369,43.663325
868,2500,629 King Street West,1,1,,-79.40154,43.644001
869,2450,197 Yonge Street,1,1,,-79.379369,43.65336
870,2400,85 Queens Wharf Road,1,1,,-79.398553,43.638939
871,3450,105 George Street,2,2,818 ,-79.370793,43.652205
872,3100,36 Lisgar Street,2,2,600 ,-79.423245,43.641888
874,6000,100 Hampton Avenue,4,2,2000 ,-79.352012,43.674828
875,1950,89 Seventeenth Street,1,1,,-79.517397,43.602315
876,2800,42 Mendota Road,2,1,900 ,-79.49901,43.623927
877,1950,74 Burnaby Boulevard,1,1,400 ,-79.410708,43.705244
878,980,62 Ulster Street,1,1,120 ,-79.407003,43.660405
879,2000,59 Wolverleigh Boulevard,1,1,600 ,-79.328567,43.683866
880,3400,20 Tubman Avenue,2,2,737 ,-79.359345,43.660592
881,3600,57 Saint Joseph Street,2.5,2,815 ,-79.387934,43.665365
882,1849,1 Springhurst Avenue,0,0.5,425 ,-79.426125,43.63454
883,5000,83 Third Street,3.5,3.5,2500 ,-79.500903,43.602769
884,4700,69 Eleventh Street,4,2,2000 ,-79.508321,43.597075
885,2000,16 Brookers Lane,1,1,562 ,-79.478618,43.626911
886,2000,20 Blue Jays Way,1,1,560 ,-79.391852,43.643889
887,1650,108 Madison Avenue,3,1,1000 ,-79.405017,43.672046
888,2100,132 Brunswick Avenue,1,1,650 ,-79.405876,43.661331
889,2850,381 Front Street West,1.5,1,638 ,-79.392662,43.642808
890,3200,70 Annie Craig Drive,1.5,2,663 ,-79.47896,43.62474
891,2600,750 Bay Street,1,1,,-79.386057,43.659666
892,4200,95 McMahon Drive,3,3,1100 ,-79.372028,43.766749
893,2450,29 Denison Avenue,1,1,650 ,-79.400864,43.649157
894,3557,350 Queens Quay West,2.5,1,794 ,-79.389079,43.638601
895,2550,50 Power Street,1.5,1,,-79.363033,43.654529
896,2700,2369 Danforth Avenue,1.5,2,693 ,-79.30589,43.687281
897,2200,1349 Danforth Avenue,0.5,0.5,400 ,-79.328662,43.681988
898,900,Toronto Street,1,0,,-79.376157,43.650131
899,1475,674 Bathurst Street,1,1,125 ,-79.410163,43.66187
900,2500,90 Stadium Road,1,1,642 ,-79.401252,43.634698
901,2700,120 Harrison Garden Boulevard,1.5,1,687 ,-79.40315,43.75773
902,2900,Danforth Avenue,2.5,1,1000 ,-79.315067,43.685194
903,4475,256 Jarvis Street,2,2,1859 ,-79.375902,43.659361
904,3350,188 Redpath Avenue,2,1.5,765 ,-79.393837,43.70985
905,2500,1603 Eglinton Avenue West,1.5,1,589 ,-79.443106,43.696916
906,3500,256 Annette Street,2.5,1,1100 ,-79.471861,43.662508
907,4500,50 Charles Street East,3,2,1100 ,-79.383859,43.669304
908,2275,96 Citation Drive,1,1,700 ,-79.379971,43.77557
909,1800,100 Greensides Avenue,0,1,100 ,-79.430126,43.680446
910,5900,11 Wingrove Hill,4,4,4000 ,-79.541769,43.653793
911,3150,77 Lombard Street,2,2,854 ,-79.373966,43.651914
912,1700,434 Christie Street,1,1,500 ,-79.423145,43.675268
913,3000,135 Jay Street,3,3,1748 ,-79.478199,43.722095
914,875,Roxaline Street,1,1,130 ,-79.529876,43.697325
915,5000,42 Marchmount Road,3,1,1300 ,-79.426667,43.674315
916,2400,1195 The Queensway,1.5,1,612 ,-79.52248,43.62163
917,2300,1195 The Queensway,1,1,560 ,-79.52248,43.62163
918,1400,714 The West Mall,1,1,,-79.57077,43.656887
919,1999,50 Cowan Avenue,2,1,700 ,-79.431328,43.635747
920,2700,415 Jarvis Street,2,1,650 ,-79.376805,43.663229
921,3000,190 Manitoba Street,2,1,950 ,-79.491342,43.623832
923,2400,1195 The Queensway,1.5,1,600 ,-79.52248,43.62163
924,2480,871 Dovercourt Road,1,1,970 ,-79.430211,43.664199
925,3490,2174 Queen Street East,2,1.5,,-79.291205,43.672101
926,1600,2 Lappin Avenue,1,1,500 ,-79.438688,43.666495
927,4400,3121 Sheppard Avenue East,3.5,2,1200 ,-79.316686,43.776256
928,1149,104 Upper Canada Drive,1,1,,-79.40227,43.756277
929,2295,239 Pickering Street,1,1,,-79.291764,43.68561
930,2625,2220 Lake Shore Boulevard West,1.5,1,600 ,-79.48317,43.622986
931,2425,410 Queens Quay West,1,1,620 ,-79.391459,43.638061
932,2650,200 Sudbury Street,1.5,1,624 ,-79.426491,43.642143
933,2650,27 Bathurst Street,1,1,528 ,-79.401184,43.64112
934,3800,16 Harrison Garden Boulevard,2,2,899 ,-79.409225,43.757501
935,2700,1923 Kingston Road,3,1,,-79.257185,43.696666
936,3000,19 Western Battery Road,2.5,2,690 ,-79.411407,43.639478
937,2350,60 Princess Street,1,1,515 ,-79.36657,43.650122
939,4690,3 Gloucester Street,2.5,2,1100 ,-79.385057,43.666748
940,1200,Dixington Crescent,1,1,700 ,-79.541484,43.697747
941,2350,69 Lynn Williams Street,1,1,650 ,-79.415557,43.638848
942,2800,50 Lynn Williams Street,2,1,750 ,-79.415182,43.639509
943,2250,8 Dovercourt Road,1,1,550 ,-79.421865,43.6417
944,4400,150 Logan Avenue,2,2,750 ,-79.341762,43.658368
945,3750,33 Denison Avenue,3,3,1000 ,-79.400908,43.649272
946,5200,7 Grenville Street,3,2,865 ,-79.383854,43.661897
947,3100,99 West Lodge Avenue,2,1,900 ,-79.436511,43.644455
948,2700,5 Mabelle Avenue,1,1,,-79.525512,43.646664
949,3650,402 The East Mall,2,2.5,1250 ,-79.560631,43.646572
950,2795,2 Glen Elm Avenue,2,1,,-79.394788,43.691525
951,3800,63 Wishing Well Drive,3,2,1200 ,-79.310356,43.770361
953,2800,1 Millbrook Crescent,1,1,650 ,-79.354555,43.671953
954,5700,110 Belmont Street,3.5,3,2000 ,-79.392679,43.674948
955,4500,269 Murray Ross Parkway,3.5,3,3000 ,-79.49682,43.766066
956,1600,Beech Avenue,0,1,500 ,-79.288561,43.674994
957,2295,52 Lappin Avenue,2,1,,-79.440523,43.666193
958,1800,293 The Kingsway,1,1,649 ,-79.519834,43.663549
959,5900,18 Puckeridge Crescent,3,2,2400 ,-79.563745,43.664248
960,1995,27 Marshlynn Avenue,1,1,1500 ,-79.501872,43.704751
961,2750,585 Bloor Street East,1,1.5,658 ,-79.371455,43.671755
962,1850,47 Major Street,1,1,375 ,-79.403187,43.659037
963,5000,159 Olive Avenue,4,3.5,2800 ,-79.404315,43.780861
964,3400,7 Fairbourne Crescent,3,2,,-79.292219,43.717221
965,1800,Kipling Avenue,0,0,700 ,-79.552007,43.679518
966,2190,629 Bathurst Street,3,1,450 ,-79.408986,43.66021
967,2399,318 Richmond Street West,1,1,550 ,-79.3922,43.648924
968,2100,Bowhill Crescent,2.5,0.5,1000 ,-79.331165,43.785949
969,1650,158 Kingston Road,1,1,550 ,-79.311037,43.671202
970,4600,41 Flook Lane,3,4,2400 ,-79.440827,43.766313
971,3100,924A Bloor Street West,3,1,850 ,-79.427263,43.661748
972,1200,19 Bella Vista Way,1,1,,-79.493348,43.742537
973,2650,98 Phillip Avenue,2,1,1100 ,-79.257026,43.708119
974,1800,112 Borden Street,1,1,1090 ,-79.406441,43.659712
975,2400,120 Dallimore Circle,1.5,1,544 ,-79.332049,43.730267
976,3500,159 Dundas Street East,2,2,720 ,-79.374935,43.656854
977,3500,101 Charles Street East,2,2,800 ,-79.380026,43.669689
978,2450,69 Lynn Williams Street,1,1,619 ,-79.415557,43.638848
979,3050,Dufferin Street,2,1,1100 ,-79.462787,43.750428
980,1800,57 Saint Joseph Street,3,1,1000 ,-79.387934,43.665365
981,2200,36 Greenwood Avenue,1,1,700 ,-79.325993,43.665449
982,4200,75 Canterbury Place,2,2,1050 ,-79.415063,43.774072
983,3050,125 Peter Street,1.5,1,600 ,-79.393054,43.64826
984,2100,214 Saint George Street,1,1,,-79.401944,43.671212
986,2900,35 Saranac Boulevard,2.5,2,900 ,-79.431545,43.722403
987,2295,15 Hector Avenue,1,1,500 ,-79.42352,43.67464
988,2600,7 Diagonal Road,2,1.5,1850 ,-79.423912,43.768763
989,2650,352 Front Street West,1.5,1,570 ,-79.392451,43.643353
990,3500,35 Empress Avenue,2,2,1050 ,-79.411332,43.769393
991,2745,157 Symington Avenue,2,1,700 ,-79.449303,43.661737
993,2200,18 Maitland Terrace,0,1,340 ,-79.383473,43.663684
994,4200,101 Charles Street East,2,2,908 ,-79.380026,43.669689
995,3800,88 Cumberland Street,1.5,2,750 ,-79.390567,43.6705
996,2800,Tyrrel Avenue,2.5,1,900 ,-79.427428,43.67754
997,3200,55 Harrison Garden Boulevard,1.5,0.5,750 ,-79.407416,43.756684
998,3000,Tillplain Road,2,1,700 ,-79.46079,43.754074
999,2800,9 Boreal Road,3,1,910 ,-79.572745,43.640787
1000,3800,220 Victoria Street,2,2,1000 ,-79.379213,43.654858
1001,2950,41 Cartwright Avenue,2,1,,-79.459919,43.722898
1002,2350,7 Mabelle Avenue,1,1,,-79.525703,43.646547
1003,4550,131 Kenilworth Avenue,3,1.5,980 ,-79.302114,43.670448
1004,1640,102 Minerva Avenue,2,1,540 ,-79.244917,43.722254
1005,3200,701 Sheppard Avenue West,2,2,1000 ,-79.443283,43.754245
1006,2750,260 Seneca Hill Drive,2,1,,-79.357336,43.790141
1007,2800,2221 Yonge Street,1,1,550 ,-79.397957,43.70603
1008,3000,28 Freeland Street,0,0,,-79.374155,43.643857
1009,922,99 Bellevue Avenue,1,1,,-79.403848,43.656686
1010,1500,Sonic way,1,1,,-79.336046,43.719393
1011,2950,9 Winfield Avenue,2,1,1000 ,-79.487263,43.66132
1012,2900,140 Dovercourt Road,1,1,900 ,-79.423125,43.644771
1013,1400,16 Constance Street,1,1,450 ,-79.451105,43.649689
1014,4950,357 King Street West,3,2,1095 ,-79.392458,43.645851
1015,3000,1937 Lawrence Avenue West,2,2,1050 ,-79.506307,43.70224
1016,2800,1183 Royal York Road,2,1,1500 ,-79.518496,43.664325
1017,2400,101 Peter Street,1,1,,-79.392703,43.647517
1018,3700,85 Wood Street,2,2,907 ,-79.379261,43.662768
1019,1500,18 Gifford Street,0,0,600 ,-79.363652,43.663175
1020,1799,53 Dawes Road,0,1,,-79.29668,43.690081
1021,4800,35 Mariner Terrace,3,2,1299 ,-79.392089,43.639669
1022,3950,21 Iceboat Terrace,3,2,1400 ,-79.397431,43.640498
1023,2600,53 Emerson Avenue,2,1,,-79.441358,43.660697
1024,2000,17 Michael Power Place,1,1,599 ,-79.53038,43.64548
1025,2400,130 River Street,1,1,600 ,-79.358454,43.66144
1026,2500,22 Franson Crescent,3,1,1300 ,-79.543113,43.740577
1027,2700,300 Balliol Street,1.5,1,765 ,-79.38717,43.699481
1028,2450,2221 Yonge Street,1,1,599 ,-79.397957,43.70603
1029,3650,727 Avenue Road,2,2,1710 ,-79.404424,43.695557
1030,2480,357 King Street West,1,1,552 ,-79.392491,43.645893
1031,995,Huron Street,1,1,,-79.400377,43.664301
1032,1600,215 Queen Street West,1,1,742 ,-79.387785,43.650428
1033,2697,390 Queens Quay West,1.5,1,639 ,-79.390637,43.638458
1034,3300,1369 Bloor Street West,2,2,850 ,-79.445742,43.657359
1035,3695,32 Rowanwood Avenue,2,1,797 ,-79.388311,43.67994
1036,2500,90 Glen Everest Road,1.5,1,553 ,-79.25266,43.70332
1037,3400,12th Street,2,2.5,1100 ,-79.511583,43.601477
1038,3050,27 Bathurst Street,1,1,458 ,-79.401264,43.641119
1039,3125,5791 Yonge Street,2,1,775 ,-79.416192,43.784528
1040,1500,215 Queen Street West,1,1,742 ,-79.387783,43.650428
1041,2850,251 Manitoba Street,1,1,610 ,-79.48913,43.623918
1042,2500,57 Saint Joseph Street,1,1,410 ,-79.387934,43.665365
1043,2000,70 Annie Craig Drive,1,1,525 ,-79.47896,43.62474
1044,2300,112 George Street,1,1,652 ,-79.371457,43.652058
1045,3300,357 King Street West,1,1,569 ,-79.392527,43.645796
1046,2300,921 Midland Avenue,1.5,1,700 ,-79.258021,43.735949
1047,3495,467 Vaughan Road,2,1.5,1000 ,-79.43455,43.689486
1048,2400,456 Armadale Avenue,1,1,600 ,-79.486683,43.656801
1049,3800,11 Wellesley Street West,2.5,2,738 ,-79.385343,43.664567
1050,3995,150 Logan Avenue,2.5,2,930 ,-79.341762,43.658368
1051,3950,115 Blue Jays Way,2,2,792 ,-79.391618,43.645641
1052,1500,165 Woodsworth Road,1,1,200 ,-79.373765,43.764555
1053,1950,18 Harbour Street,1,1,700 ,-79.376989,43.642797
1054,2600,11 Wellesley Street West,1,1,,-79.385247,43.664503
1055,2500,157 Argyle Street,2,1,1000 ,-79.424338,43.645886
1056,4800,8 Mercer Street,3,2,915 ,-79.389908,43.646006
1057,3295,48 Power Street,1.5,1,549 ,-79.363137,43.654236
1058,3095,130 River Street,2,2,692 ,-79.358454,43.66144
1059,2600,130 River Street,1,1,500599 ,-79.358454,43.66144
1060,2475,150 Logan Avenue,1,1,499 ,-79.341762,43.658368
1061,2950,45 Baseball Place,2,2,670 ,-79.351104,43.658271
1062,1200,1501 Woodbine Avenue,1,1,,-79.318083,43.699775
1063,3100,18 Stafford Street,1,1,725 ,-79.410691,43.64137
1064,2900,1350 Kingston Road,1,1,600 ,-79.274197,43.685719
1065,2800,60 Pelmo Crescent,2,1,730 ,-79.509601,43.710731
1066,2600,56 Forest Manor Road,1,1,550 ,-79.345063,43.773345
1067,2650,33 Shore Breeze Drive,1,1,500 ,-79.479238,43.624007
1068,2250,33 Helendale Avenue,1,1,435 ,-79.399581,43.70886
1069,3000,1192 Dufferin Street,2,1,1000 ,-79.437762,43.664872
1070,3600,1192 Dufferin Street,2,1,1000 ,-79.437762,43.664872
1071,2900,30 Gloucester Street,1,1,750 ,-79.383954,43.667237
1072,8888,98 Lillian Street,0.5,1,888 ,-79.394162,43.707177
1073,5500,585 Bloor Street East,3,2,1364 ,-79.371511,43.671624
1074,1050,284 Codsell Avenue,1,1,,-79.459955,43.754291
1075,4300,2 Roxborough Street East,1.5,1,800 ,-79.389662,43.678232
1076,3100,200 Manitoba Street,1.5,1.5,1000 ,-79.491015,43.624405
1078,2395,1836 Queen Street East,2,1,1200 ,-79.308308,43.66836
1079,2390,45 Charles Street East,0,1,500 ,-79.383977,43.668911
1080,3400,59a Roseland Drive,3,1.5,1408 ,-79.548772,43.598874
1081,2700,156 Portland Street,1,1,680 ,-79.401388,43.647123
1082,1250,350 Lansdowne Avenue,1,1,650 ,-79.441043,43.653644
1083,3700,58 Lawrence Avenue East,3,3,1500 ,-79.399039,43.725937
1084,1425,350 Lansdowne Avenue,1,1,650 ,-79.441043,43.653644
1085,1700,286 Perth Avenue,1,1,,-79.451379,43.662351
1086,1700,1216 Ossington Avenue,1,1,,-79.430908,43.674134
1087,2500,110 Charles Street East,1,1,545 ,-79.380302,43.670068
1088,2000,37 Penhurst Avenue,1,1,500 ,-79.499528,43.624746
1089,3150,1691 Bathurst Street,2.5,1,1215 ,-79.423369,43.69617
1090,2199,47 Lower River Street,1,1,460 ,-79.355491,43.656545
1091,2200,15 Lower Jarvis Street,0,1,479 ,-79.369235,43.644951
1092,900,Warnica Avenue,1,1,120 ,-79.523901,43.623618
1093,2300,105 The Queensway,1,1,460 ,-79.471414,43.635792
1094,2600,7 Broadway Avenue,1.5,1,680 ,-79.398082,43.709415
1095,2500,38 Joe Shuster Way,1,1,700 ,-79.42436,43.640496
1096,2950,2 Glen Elm Avenue,2,1,,-79.394788,43.691525
1097,2700,14 Glen Elm Avenue,1,1,,-79.394553,43.691583
1098,3300,1097a Victoria Park Avenue,3,1,1100 ,-79.295572,43.708336
1099,1250,20 Kenton Drive,1,1,,-79.441892,43.778772
1100,3300,188 Doris Avenue,2,2,836 ,-79.410694,43.767436
1101,2500,Kipling Grove Court,1,1,800 ,-79.551794,43.662422
1102,1300,Clinton Place,4,2,,-79.417522,43.66312
1103,2450,159 Wellesley Street East,1,1,510 ,-79.375125,43.666649
1104,2750,1 Maison Parc Court,1.5,1,800 ,-79.469072,43.788559
1105,2550,15 Zorra Street,1.5,1,,-79.521363,43.62124
1106,1300,342 Euclid Avenue,1,1,1184 ,-79.411216,43.654796
1107,3850,92 Indian Road Crescent,3,1,1650 ,-79.459522,43.65911
1108,7950,94 Lake Crescent,4.5,4,,-79.4966,43.606488
1109,3300,Edgewater Drive,2,2,800 ,-79.362508,43.645517
1110,4800,817 Bloor Street West,4,1,1700 ,-79.42219,43.662557
1111,1900,245 Roehampton Avenue,0,1,450 ,-79.391263,43.709164
1112,3400,12 Bonnycastle Street,2.5,2,850 ,-79.364919,43.646037
1113,2580,60 Shuter Street,1.5,2,681 ,-79.376057,43.655061
1114,3500,43 Eglinton Avenue East,2,1,700 ,-79.396994,43.706703
1116,3200,200 Sudbury Street,1.5,1,685 ,-79.426491,43.642143
1118,849,40 Alrita Crescent,1,1,,-79.314405,43.766524
1119,2850,200 Manitoba Street,1.5,1,1000 ,-79.491015,43.624405
1120,3795,352 Front Street West,1,1,570 ,-79.392414,43.643254
1121,2750,18 Yorkville Avenue,1.5,1,628 ,-79.387928,43.672001
1122,1580,Queen Street West,1,1,,-79.413955,43.645183
1123,3750,430 Roncesvalles Avenue,2,2,,-79.451622,43.651971
1124,3135,91 Soudan Avenue,2,1,1000 ,-79.394956,43.704767
1125,4200,11 Niagara Street,2,1,1200 ,-79.399798,43.641921
1126,2650,15 Queens Quay West,1,1,526 ,-79.376203,43.641415
1127,2900,51 East Liberty Street,1,1,700 ,-79.412014,43.638784
1128,2200,2961 Dufferin Street,1,1,650 ,-79.453391,43.71039
1129,2490,5500 Yonge Street,1.5,1,720 ,-79.415845,43.778114
1130,1400,20 Kenton Drive,1,1,,-79.441892,43.778772
1131,3000,125 Blue Jays Way,2,2,800 ,-79.392031,43.645734
1132,2700,98 Lillian Street,1.5,1,699 ,-79.394892,43.707042
1133,1750,41 Bowie Avenue,1,1,600 ,-79.453238,43.697299
1134,4495,398 Westmoreland Avenue North,3,2.5,1250 ,-79.43539,43.672322
