,price,address,beds,baths,size,longitude,latitude
722,3600,36 Park Lawn Road,2,2,,-79.484019,43.623669
723,3500,70 Temperance Street,2,2,,-79.382148,43.65053
724,2400,501 Saint Clair Avenue West,1.5,1,600 ,-79.417968,43.682781
725,2300,1 Belsize Drive,1,1,560 ,-79.396653,43.70024
726,2300,19 Western Battery Road,1,1,500 ,-79.411407,43.639478
727,2300,230 King Street East,0,1,450 ,-79.368151,43.651446
728,2650,33 Shore Breeze Drive,1.5,1,700 ,-79.479238,43.624007
729,2400,16 Brookers Lane,1.5,1,700 ,-79.478618,43.626911
730,2350,2015 Sheppard Avenue East,1.5,1,700 ,-79.33731,43.775407
731,2400,555 Wilson Avenue,1.5,1,700 ,-79.4482,43.734111
732,2300,195 Bonis Avenue,1.5,1,700 ,-79.291865,43.785893
733,2650,57 Devon Road,2,1,,-79.309343,43.68099
734,2300,12 Gandhi Lane,1.5,1,700 ,-79.39722,43.840167
735,3100,33 Helendale Avenue,2,2,900 ,-79.399581,43.70886
736,3300,65 East Liberty Street,2,2,1000 ,-79.414195,43.637924
737,2200,3 Gloucester Street,0.5,1,320 ,-79.384484,43.666445
738,3090,160 Dowling Avenue,2,1.5,1200 ,-79.439565,43.638447
739,1000,Military Trail,2,1,120 ,-79.197765,43.790288
740,2500,9075 Jane Street,2,2,800 ,-79.531117,43.828224
741,3000,7 Lakelawn Road,3,4,,-79.609079,43.211874
742,3050,3 Michael Power Place,3,2,,-79.528651,43.644085
743,2950,397 Front Street West,1.5,1,,-79.393402,43.642646
744,3100,1195 The Queensway,2,2,750 ,-79.52248,43.62163
745,3200,161 Roehampton Avenue,1.5,1,,-79.393782,43.708772
746,2250,100 Eagle Rock Way,1,1,600 ,-79.50461,43.86049
747,2700,3000 Bathurst Street,2,1,850 ,-79.429758,43.716909
748,2900,5 Richgrove Drive,2,2,,-79.564867,43.676457
749,2400,1195 The Queensway,1.5,1,,-79.52248,43.62163
750,2400,105 The Queensway,1,1,,-79.471414,43.635792
751,2850,600 Queens Quay West,1.5,1,700 ,-79.397849,43.636656
752,1250,213 Carlton Street,1,1,,-79.369509,43.663716
753,2600,9075 Jane Street,1.5,2,780 ,-79.5315,43.82819
754,900,Littleleaf Drive,1,1,144 ,-79.233147,43.800408
755,1895,30 Anna Hilliard Lane,1,1,500 ,-79.36439,43.65648
756,3500,15 La Rose Avenue,3,2,1350 ,-79.513936,43.686557
757,1800,740 Eglinton Avenue West,1,1,670 ,-79.421704,43.702097
758,2850,99 Eagle Rock Way,1.5,1,655 ,-79.50441,43.86003
759,1500,Florence Street,2,2,,-79.431989,43.645581
760,2700,159 William Duncan Road,2.5,1,750 ,-79.475601,43.736389
761,2850,5000 Connor Drive,3,2.5,1810 ,-79.47926,43.155054
762,2000,2929 Bathurst Street,1,1,750 ,-79.42862,43.715815
763,3250,124 Aerodrome Crescent,2,2,1050 ,-79.355269,43.713995
764,5600,20 Glen Gordon Road,3,3,1500 ,-79.458921,43.656631
765,2550,124 Morrison Avenue,2,1,900 ,-79.450335,43.683518
766,2800,318 Richmond Street West,1,1,617 ,-79.3922,43.648924
767,800,Woolenscote Circle,1,1,100 ,-79.601741,43.733061
768,3400,120 Caledonia Road,3,2,2000 ,-79.456426,43.678612
771,3200,102 Kendal Avenue,1,1,650 ,-79.409306,43.673401
772,2650,1181 Queen Street West,1.5,1,,-79.426484,43.6424
773,2500,63 Raymore Drive,1,1,,-79.517464,43.69643
774,2850,560 Front Street West,1.5,1,,-79.40011,43.641396
775,3200,200 Chester Le Boulevard,2,3,,-79.332381,43.798715
776,2850,151 Village Green Square,2.5,2,,-79.281258,43.7785
777,3000,1900 Lake Shore Boulevard West,1.5,1,,-79.466089,43.636306
778,2750,1190 Dundas Street East,1,1,,-79.341554,43.665157
779,2950,8 Eglinton Avenue East,2,2,,-79.397774,43.70714
780,2600,318 Richmond Street West,1,1,,-79.3922,43.648924
781,2700,28 Linden Street,1.5,1,,-79.377046,43.670809
782,2400,149 Aylesworth Avenue,2,1.5,700 ,-79.263593,43.702332
783,2750,120 Harrison Garden Boulevard,1.5,1,650 ,-79.40315,43.75773
784,2000,21 Wroxeter Avenue,4,2,1300 ,-79.344641,43.674606
785,3100,78 Harrison Garden Boulevard,2,2,850 ,-79.407166,43.756191
786,1800,139 Sandown Avenue,2,1,1000 ,-79.253767,43.716091
787,1650,96 Lappin Avenue,4,2,1500 ,-79.44206,43.665826
788,875,2 Sparta Road,1,1,,-79.477463,43.710105
789,645,9 Stillwater Crescent,1,1,,-79.459828,43.785244
790,5200,7 Grenville Street,3,2,865 ,-79.383854,43.661897
791,3500,28 Freeland Street,2,1,843 ,-79.373846,43.643907
792,5650,505 Richmond Street West,2,2,981 ,-79.399438,43.647173
793,2500,26 Gifford Street,2,1,850 ,-79.36369,43.663325
794,1600,121 Lower Sherbourne Street,2,2,680 ,-79.367039,43.649504
795,2700,36 Howard Park Avenue,2,1,700 ,-79.449696,43.652087
796,2700,20 Edward Street,2,2,750 ,-79.382122,43.656967
797,2700,50 Charles Street East,2,2,690 ,-79.38382,43.669571
798,3695,96 Lappin Avenue,4,1.5,1400 ,-79.44206,43.665826
799,2500,352 Front Street West,1.5,1,570 ,-79.392451,43.643353
800,2500,89 McCaul Street,1,1,745 ,-79.390757,43.653131
801,3500,15 Lower Jarvis Street,2,2,,-79.369235,43.644951
802,2490,455 Front Street East,1,1,500 ,-79.356503,43.652764
803,2800,19 Western Battery Road,1.5,2,,-79.411407,43.639478
804,1995,27 Marshlynn Avenue,1,1,1500 ,-79.501872,43.704751
805,2450,3453 Victoria Park Avenue,1.5,1,600 ,-79.333221,43.798744
806,2800,10 Westmeath Lane,2,2,861 ,-79.22833,43.878917
807,2600,310 Patricia Avenue,3,2,,-79.433093,43.787152
808,2400,30 Nelson Street,0,1,500 ,-79.388412,43.649038
809,1650,58 Cloverdale Road,3,1,,-79.462291,43.675214
810,2100,569 Kingston Road,1,1,650 ,-79.299574,43.678246
811,3000,35 Renfield Street,3,1,,-79.497948,43.701472
812,2950,15 Fort York Boulevard,1.5,1,650 ,-79.393728,43.639852
813,3850,2 Eva Road,3,2,1100 ,-79.56253,43.640429
814,1500,674 Bathurst Street,1,1,125 ,-79.410163,43.66187
815,1450,Main Street,1,1,,-79.301804,43.688156
816,1100,Main Street,0,0,,-79.301804,43.688156
818,1300,1377 Military Trail,1,0,220 ,-79.180802,43.782983
819,4100,44 Pembroke Street,3,1,1300 ,-79.372302,43.657449
820,4000,127 Indian Road,3,1,1700 ,-79.452982,43.643654
821,4000,298 Jarvis Street,3,2,1150 ,-79.376562,43.661017
822,4500,28 Freeland Street,2,2,1400 ,-79.373846,43.643907
823,3500,52 Radford Avenue,3,1,900 ,-79.4554,43.653838
824,2400,4537 Carriage Road,4,2,1100 ,-79.471905,43.179422
825,3295,446 Roxton Road,3,1,900 ,-79.423638,43.659558
826,1550,361 Front Street West,3,2,1050 ,-79.391511,43.643189
827,4300,21 Widmer Street,2,2,869 ,-79.391015,43.647174
828,4300,21 Widmer Street,2,2,869 ,-79.390994,43.647241
829,1200,Dixington Crescent,1,1,700 ,-79.541484,43.697747
830,3350,121 Lower Sherbourne Street,2,2,680 ,-79.367039,43.649504
831,3850,2230 Lake Shore Boulevard West,2,2,,-79.482918,43.621614
832,2750,156 Portland Street,1,1,680 ,-79.401388,43.647123
833,1950,669 Woodbine Avenue,1,1,600 ,-79.309712,43.67891
834,1700,199 Mutual Street,1,1,210 ,-79.377118,43.660863
835,2250,111 Elizabeth Street,0,1,400 ,-79.384806,43.655113
836,2495,691 Woodbine Avenue,3,1,1100 ,-79.309857,43.679218
837,950,Casabel Drive,2,1,,-79.542005,43.83343
838,550,80 Forest Manor Road,2,1,,-79.344576,43.774967
839,2900,88 Park Lawn Road,1.5,1,715 ,-79.485709,43.624055
840,5500,11 Wingrove Hill,4,4,4000 ,-79.541769,43.653793
841,3500,53 Sixteenth Street,3,2,1050 ,-79.515751,43.600801
842,2200,1103 College Street,2,1.5,,-79.431977,43.65245
843,1050,Marcella Street,2,2,,-79.207921,43.760218
844,2600,Crawford Street,2,1,1000 ,-79.418296,43.653237
845,1800,14 Cavehill Crescent,1,1,250 ,-79.310308,43.766472
846,1450,31 Lady Fern Drive,2,1,,-79.239181,43.863382
847,2900,7 Mabelle Avenue,2,2,750 ,-79.525703,43.646547
848,2750,38 Elm Street,1,1,750 ,-79.38357,43.657843
849,1350,Applefield Drive,2,1,,-79.262086,43.765519
850,2850,95 Bathurst Street,1,1,,-79.402643,43.644434
851,2000,333 Ryding Avenue,1,1,600 ,-79.481835,43.668003
852,1997,1594 Bathurst Street,1,1,650 ,-79.420504,43.687841
853,2000,1136 Ossington Avenue,1,1,800 ,-79.430155,43.672336
854,1600,404 Woodfield Road,1,1,600 ,-79.325463,43.674839
855,4200,133 Meadowvale Drive,3,2,1500 ,-79.520055,43.643314
856,2550,55 Regent Park Boulevard,1,1,550 ,-79.361115,43.659493
857,3500,208 Queens Quay West,1,2,820 ,-79.380932,43.640377
858,3300,121 Lower Sherbourne Street,2,2,700 ,-79.367039,43.649504
859,2650,21 Lawren Harris Square,1,1,650 ,-79.354673,43.655116
860,3900,Pierre Trudeau Lane,3,4,2420 ,-79.597974,43.210623
861,2850,14 Cavehill Crescent,2,1.5,650 ,-79.310308,43.766472
862,3050,80 Western Battery Road,2,1,754 ,-79.414605,43.639622
863,2800,16 Harrison Garden Boulevard,2,2,899 ,-79.409225,43.757501
864,3400,72 Sedgeway Heights,3.5,4,,-79.554073,43.844
865,3800,37 Grosvenor Street,2,2,752 ,-79.38591,43.66234
866,1800,2A Church Street,1.5,1,,-79.373429,43.646926
867,1600,1195 The Queensway,1,1,600 ,-79.52248,43.62163
868,2400,1195 The Queensway,2,1.5,1700 ,-79.52248,43.62163
869,1700,33 Shore Breeze Drive,1,1,500 ,-79.479238,43.624007
870,1550,18 Maitland Terrace,0,1,340 ,-79.383473,43.663684
871,2500,36 Lisgar Street,2,2,600 ,-79.423245,43.641888
872,1650,14 Cavehill Crescent,1,1,200 ,-79.310308,43.766472
873,1700,7 Fairbourne Crescent,3,2,2002 ,-79.292219,43.717221
874,3895,14 York Street,1,1,600 ,-79.382245,43.64185
875,3895,352 Front Street West,1,1,570 ,-79.392414,43.643254
876,1700,1223 Pharmacy Avenue,3,2,,-79.306173,43.747846
877,2850,Front Street West,1.5,1,598 ,-79.389174,43.643874
878,2500,25 Neighbourhood Lane,1,1,550 ,-79.489241,43.638256
879,2300,400 McLevin Avenue,1,1,825 ,-79.221984,43.809888
880,2600,22 Franson Crescent,3,1,1300 ,-79.543113,43.740577
881,1800,2365 Queen Street East,1,1,760 ,-79.288494,43.672164
882,1800,4968 Yonge Street,1,1,535 ,-79.412511,43.765316
883,3200,400 Adelaide Street East,2,2,,-79.367762,43.652781
884,3400,352 Front Street West,2,1,709 ,-79.392451,43.643353
885,2750,2 Eva Road,2,2,754 ,-79.56253,43.640429
886,2600,25 The Esplanade,1.5,1,650 ,-79.375009,43.646197
887,3475,2810 Major Mackenzie Drive West,3,2,1460 ,-79.535097,43.850583
888,1500,21 Nelson Street,1,1,750 ,-79.388039,43.648878
890,3300,36 Howard Park Avenue,2,2,900 ,-79.449696,43.652087
891,2745,Rhodes Avenue,2,1,750 ,-79.320437,43.67281
892,1995,Rhodes Avenue,0.5,0.5,675 ,-79.321196,43.674653
893,2490,50 Power Street,1.5,1,,-79.363033,43.654529
894,2800,10 Yonge Street,1.5,1,580 ,-79.3756,43.642493
895,2349,45 Charles Street East,0,1,500 ,-79.383977,43.668911
896,2000,190 Manitoba Street,1.5,1,780 ,-79.491342,43.623832
897,3300,23 Summerglade Drive,3,1,1500 ,-79.272225,43.781213
898,995,Huron Street,1,1,,-79.400377,43.664301
899,3000,20 Joe Shuster Way,1,1,540 ,-79.424313,43.640131
900,3750,83 Marion Street,2,1,1100 ,-79.443949,43.641505
901,2400,320 Roncesvalles Avenue,1,1,,-79.450802,43.649984
902,2500,10 Gibbs Road,1.5,1,650 ,-79.557848,43.638764
903,2650,28 Olive Avenue,1,1.5,650 ,-79.413712,43.779321
904,2000,389 Elizabeth Street,2,1,850 ,-79.558039,43.200139
905,1800,Sumach Street,1,1,818 ,-79.36091,43.661696
906,2000,130 River Street,1,1,547 ,-79.358531,43.661512
907,1200,19 Bella Vista Way,1,1,,-79.493348,43.742537
908,2000,19 Woodgate Pines Drive,1,1,1850 ,-79.643722,43.828651
909,2400,405 Willowdale Avenue,2,1,1200 ,-79.404488,43.776304
910,2500,1354 Weston Road,2,1,1100 ,-79.498957,43.690283
911,1550,71 Camlaren Crescent,3,2,,-79.618517,43.837765
912,1800,37 Penhurst Avenue,1,1,550 ,-79.499528,43.624746
913,3050,717 Lawrence Avenue West,2,1.5,1099 ,-79.448391,43.714978
914,2850,520 Jane Street,2,1,1100 ,-79.490011,43.662109
915,1300,Camperdown Avenue,4,2,,-79.563093,43.696647
916,3400,7 Fairbourne Crescent,3,2,,-79.292219,43.717221
917,1400,12A Gower Street,1,1,300 ,-79.297494,43.702341
918,1450,12A Gower Street,1,1,350 ,-79.297494,43.702341
919,2800,577 Eglinton Avenue West,2,1,1000 ,-79.41493,43.703008
920,1450,20 Bradbury Crescent,1,1,1690 ,-79.578847,43.667642
921,4400,585 Bloor Street East,3,2,900 ,-79.371455,43.671755
922,1200,Four Winds Drive,2,1,1000 ,-79.49524,43.764926
923,3300,29 Pemberton Avenue,2,2,950 ,-79.413287,43.780588
924,2500,455 Rosewell Avenue,1,1,650 ,-79.411967,43.721117
925,3850,9 Wickson Trail,4,1.5,1500 ,-79.217049,43.801686
926,2800,7 Diagonal Road,2,1.5,1850 ,-79.423912,43.768763
927,2950,1441 Dufferin Street,2,1,800 ,-79.440135,43.671652
928,5449,272 Atlas Avenue,4,3,1900 ,-79.434641,43.689674
929,1350,28 Johnston Avenue,1,1,,-79.411901,43.758986
930,3400,1030 King Street West,1.5,1,610 ,-79.415906,43.641582
931,890,Wellesley Street East,0,1,330 ,-79.373754,43.667271
932,2200,Kipling Grove Court,1,1,800 ,-79.551794,43.662422
933,1800,50 Ordnance Street,1,1,,-79.409724,43.639701
934,2650,70 Annie Craig Drive,1,1,650 ,-79.47896,43.62474
935,1700,101 Peter Street,1,1,650 ,-79.392702,43.647513
937,250,30 Tretti Way,2,2,,-79.448532,43.733069
938,2885,157 Symington Avenue,2,1,700 ,-79.449303,43.661737
939,1000,481 Vaughan Road,1,1,,-79.435273,43.69003
940,4200,101 Charles Street East,2,2,908 ,-79.380026,43.669689
941,2598,115 Blue Jays Way,1,1,510 ,-79.391618,43.645641
942,3500,125 Blue Jays Way,2.5,1,890 ,-79.391579,43.64595
943,2700,460 Adelaide Street East,1,1,545 ,-79.366909,43.652954
944,3350,2 Covington Road,2,2,950 ,-79.430788,43.721148
945,3500,28 Freeland Street,1,1,661 ,-79.374155,43.643857
946,3350,8 Telegram Mews,2,2,800 ,-79.394902,43.640514
947,3200,91 Hammersly Boulevard,3,3,,-79.268777,43.899199
948,3350,129 Seaton Street,2.5,1.5,1000 ,-79.368935,43.65785
949,1850,Hopecrest Road,2,2,800 ,-79.368048,43.874545
950,2450,3020 Dundas Street West,1,1,603 ,-79.470052,43.665712
951,2450,30 Ordnance Street,1,1,550 ,-79.40917,43.639597
952,3100,426 Eastern Avenue,2,2,705 ,-79.343185,43.657584
953,2500,38 Grenville Street,1,1,515 ,-79.385703,43.661885
954,2900,1 Old Mill Drive,1.5,1,645 ,-79.486647,43.648251
955,1400,38 Goodman Crescent,0 - 1,1,144 ,-79.516614,43.849942
957,3390,53 Florence Avenue,2,2,1200 ,-79.412601,43.757442
958,3500,7 Grenville Street,3,3,1399 ,-79.383854,43.661897
959,2800,99 Broadway Avenue,2,2,699 ,-79.393298,43.710505
960,7000,19 Gormley Avenue,5,4,2500 ,-79.398083,43.694281
961,3500,1 Bloor Street East,2,2,1038 ,-79.386246,43.670159
962,2999,11 Wellesley Street West,2,2,799 ,-79.385343,43.664567
963,2500,8 Hillsdale Avenue East,1,1,500 ,-79.396896,43.703832
964,2950,274 Major Street,2,1,900 ,-79.406155,43.665288
965,1895,50 Lynn Williams Street,0,1,400 ,-79.415184,43.639512
966,2400,50 Clegg Road,1.5,1,799 ,-79.338715,43.85247
967,1500,180 Mill Street,1,1.5,,-79.355178,43.652043
968,3850,220 Victoria Street,2,2,1000 ,-79.379213,43.654858
969,1888,163 Campbell Avenue,1,1,800 ,-79.448161,43.662039
970,2200,329 Via Romano Boulevard,2,1,1300 ,-79.471086,43.873662
971,2500,38 Forest Manor Road,1,1,600 ,-79.345374,43.772094
972,2600,4 Killarney Road,2,1,1100 ,-79.405548,43.696132
973,2400,629 King Street West,1,1,451 ,-79.40154,43.644001
974,1600,2801 Major Mackenzie Drive West,1,1,600 ,-79.52677,43.852001
975,3680,536 College Street,2,1,1400 ,-79.411113,43.655951
976,3500,10 Park Lawn Road,2.5,2,870 ,-79.483856,43.623259
977,3499,1331 Gerrard Street East,2,1.5,1150 ,-79.325915,43.671121
978,2050,3 Millcreek Crescent,2,1,,-79.459997,43.798371
979,3200,195 Redpath Avenue,2,2,680 ,-79.393445,43.710216
980,1250,193 Dowling Avenue,1,1,10 ,-79.439605,43.639735
981,2850,150 Logan Avenue,1.5,2,650 ,-79.341762,43.658368
982,1850,18 Chrysler Crescent,1,1,750 ,-79.306687,43.74499
983,8950,204 Howard Park Avenue,2,1,,-79.455974,43.650442
984,2250,Isaac Murray Avenue,2,1,1400 ,-79.524279,43.870331
985,2500,19 Barberry Place,1.5,1,600 ,-79.384788,43.766089
986,2400,15 Baseball Place,1,1,500 ,-79.351509,43.657532
987,2450,150 Logan Avenue,1,1,510 ,-79.341762,43.658368
988,3150,600 Fleet Street,1,1,650 ,-79.400371,43.636953
989,3550,21 Parktree Drive,3,3,2100 ,-79.526409,43.837669
990,3100,954 King Street West,1.5,1.5,690 ,-79.413375,43.642027
991,3200,14 Markdale Avenue,1,2.5,1000 ,-79.425004,43.694429
992,2789,5 Richgrove Drive,2,1.5,1200 ,-79.564867,43.676457
993,1700,34 Anola Place,1,1,,-79.25725,43.743331
994,3675,964 Dundas Street West,3,1,1200 ,-79.414478,43.650752
995,4500,6 Edgecroft Trail,5,3,2800 ,-79.458651,43.799113
996,3900,342 Jarvis Street,1.5,3,,-79.377226,43.662944
997,1950,69 Bywood Drive,1,1,,-79.53966,43.656789
998,1900,9 Valhalla Inn Road,1,1,541 ,-79.559466,43.639968
999,3400,96 Doubtfire Crescent,3,2.5,1800 ,-79.265286,43.843897
1000,875,147 Chelmsford Avenue,1,1,400 ,-79.439271,43.791766
1001,2000,25 Capreol Court,1,1,510 ,-79.395585,43.640765
1002,3499,700 King Street West,2,1,750 ,-79.403314,43.64406
1003,3850,11 Wellesley Street West,2,2,799 ,-79.385343,43.664567
1004,3100,Morecambe Gate,2.5,2,1050 ,-79.332993,43.797534
1005,4000,14 Markdale Avenue,2,2.5,1500 ,-79.425004,43.694429
1006,2875,36 Lisgar Street,2,2,560 ,-79.423245,43.641888
1007,3100,181 Dundas Street East,2,1,650 ,-79.374041,43.657068
1008,2800,20 Omagh Avenue,3,1,1200 ,-79.538632,43.719597
1009,2300,90 Glen Everest Road,1,1,585 ,-79.25266,43.70332
1010,1850,55 Pergola Road,3,2,1100 ,-79.586606,43.724404
1011,3280,85 Wood Street,2,1,700 ,-79.3792,43.662752
1012,2300,251 Jarvis Street,0,1,388 ,-79.374108,43.657376
1013,2750,600 Queens Quay West,1.5,1,720 ,-79.397849,43.636656
1014,2400,26 Gibbs Road,1,1,550 ,-79.558304,43.638863
1015,2690,Toronto Street,2,1,1500 ,-79.376157,43.650131
1016,2200,210 Farrell Road,2,1,16000 ,-79.475136,43.86825
1017,3200,115 McMahon Drive,2,2,755 ,-79.370569,43.767247
1018,4550,129 Kenilworth Avenue,3,1.5,980 ,-79.302171,43.670414
1019,2100,Tavistock Road,1,1,,-79.493402,43.732247
1020,3295,2 Traymore Crescent,2,1,1000 ,-79.488975,43.648022
1021,2450,2 Edith Drive,1,1,595 ,-79.403113,43.706039
1022,1900,208 McCaul Street,1,0,120 ,-79.392968,43.657252
1023,2150,188 Fairview Mall Drive,0,1,375 ,-79.341335,43.780285
1024,2750,15 Viking Lane,1.5,1,650 ,-79.535311,43.639367
1025,2450,33 Singer Court,1,1,,-79.36864,43.769571
1026,1895,1745 Bathurst Street,1,1,888 ,-79.42474,43.699627
1027,5295,208 Niagara Street,2.5,2,1300 ,-79.407875,43.643289
1028,3500,63 Lockerbie Avenue,3,1,1900 ,-79.515791,43.711566
1029,3400,150 Logan Avenue,2,2,717 ,-79.341762,43.658368
1030,2900,1215 York Mills Road,2,2,,-79.332222,43.759401
1031,2550,8 Tippett Road,1.5,2,641 ,-79.446886,43.732414
1032,2600,88 Harbour Street,1,1,550 ,-79.379177,43.641816
1033,2100,Bowhill Crescent,3,1,1000 ,-79.331165,43.785949
1034,2450,7 Carlton Street,1,1,700 ,-79.38218,43.661222
1035,2600,8 Tippett Road,1.5,1,585 ,-79.446886,43.732414
1036,2900,55 Cooper Street,1.5,1,700 ,-79.371804,43.644913
1037,2550,1 Shaw Street,1,1,600 ,-79.414319,43.640845
1038,2450,195 Redpath Avenue,1,1,,-79.393445,43.710216
1039,3600,155 Marlee Avenue,3,2,1300 ,-79.44161,43.704633
1040,3950,525 Adelaide Street West,2,2,1000 ,-79.402356,43.645218
1041,2950,226 Wilmington Avenue,3,2,1000 ,-79.457395,43.763173
1042,2900,501 Yonge Street,1.5,1,600 ,-79.383534,43.663141
1043,2650,24 Wellesley Street West,1.5,1,680 ,-79.385917,43.664848
1044,3300,112 Rosethorn Avenue,2,3,1000 ,-79.463369,43.679596
1045,2350,145 Dean Park Road,3,3,,-79.176126,43.801566
1046,2200,169 Fort York Boulevard,1,1,499 ,-79.400949,43.638499
1047,3000,55 Harrison Garden Boulevard,1.5,1,705 ,-79.407416,43.756684
1048,1150,Briarwood Avenue,5,1.5,,-79.603191,43.731975
1049,1050,12 Laredo Court,1,1.5,150 ,-79.39763,43.786374
1050,2050,201 Oakwood Avenue,3,1.5,1000 ,-79.436478,43.68216
1052,2350,2015 Sheppard Avenue East,1,1,500 ,-79.33731,43.775407
1053,3995,278 Betty Ann Drive,2,1,,-79.433181,43.766006
1054,8995,314 Cosburn Avenue,5,3.5,3500 ,-79.339071,43.691934
1055,5999,452 Gerrard Street East,2,2,2000 ,-79.360746,43.663518
1056,2800,169 Fort York Boulevard,1,1,500 ,-79.400949,43.638499
1057,4000,14 Dovercourt Road,2,2,800 ,-79.421893,43.641727
1058,2650,608 Richmond Street West,1,1,490 ,-79.402977,43.646821
1059,6000,32 Peveril Hill North,5,5,2000 ,-79.426636,43.699924
1060,2400,830 Lawrence Avenue West,1,1,450 ,-79.454269,43.715009
1061,2100,2121 Bathurst Street,1,1,800 ,-79.42533,43.703916
1062,1450,39 John Perkins Bull Drive,1,1,,-79.475178,43.732925
1063,2800,8 Tippett Road,2,2,777 ,-79.446886,43.732414
1064,2495,1778 Bloor Street West,1,1,600 ,-79.461008,43.655077
1065,2100,436 Concord Avenue,1,1,540 ,-79.428608,43.665566
1066,2500,125 Village Green Square,1.5,1,702 ,-79.281008,43.777511
1067,2000,Beatrice Street,1,1,710 ,-79.41647,43.654436
1068,2520,56 Forest Manor Road,1,1,500 ,-79.345063,43.773345
1069,2550,7 Mabelle Avenue,1.5,1,631 ,-79.525703,43.646547
1070,3200,88 Cline Mountain Road South,3,1,1200 ,-79.623826,43.196289
1071,3100,775 King Street West,1,1,650 ,-79.406184,43.643022
1072,3100,898 Portage Parkway,2,2.5,890 ,-79.529141,43.797569
1073,1400,16 Taurasi Court,1,1.5,275 ,-79.245591,43.897809
1074,2850,150 Logan Avenue,1.5,2,647 ,-79.341762,43.658368
1075,4000,33 Frederick Todd Way,1.5,2,750 ,-79.360921,43.713887
1076,1850,53 Maple Ridge Crescent,1,1,,-79.258032,43.894802
1077,2900,812 Lansdowne Avenue,2,1,657 ,-79.447677,43.665299
1078,1800,50 Power Street,1,1,650 ,-79.362726,43.654687
1079,1700,775 Lansdowne Avenue,2,1,,-79.443655,43.66136
1080,3600,1703 McCowan Road,3,1.5,1500 ,-79.256652,43.788599
1081,3500,55 Endean Avenue,2.5,1,1300 ,-79.333239,43.668849
1082,2295,338 Euclid Avenue,2,1,700 ,-79.411156,43.654679
1083,2600,40 Scollard Street,1.5,1,650 ,-79.38956,43.672481
1084,650,33 Darrell Avenue,1,1,14 ,-79.31003,43.681936
1085,2100,5 Theodore Place,1,1,1000 ,-79.435249,43.801954
1086,1795,494 Mortimer Avenue,1,1,535 ,-79.330933,43.689895
1087,2850,34 Garthdale Court,3,1,1250 ,-79.464737,43.762956
1088,4500,58 Highfield Road,3,1,,-79.32405,43.66851
1089,2400,14 York Street,1,1,550 ,-79.381539,43.641966
1091,850,17 Lanbrooke Avenue,1,1,,-79.437094,43.775654
1092,3550,100 Western Battery Road,2,2,840 ,-79.415811,43.639519
1093,3895,20 Richardson Street,2,2,645 ,-79.368718,43.645487
1094,2450,197 Yonge Street,1,1,,-79.379369,43.65336
1095,3450,105 George Street,2,2,818 ,-79.370793,43.652205
1096,1050,104 Wyper Square,1,0,120 ,-79.246053,43.790453
1097,6000,100 Hampton Avenue,4,2,2000 ,-79.352012,43.674828
1098,1950,89 Seventeenth Street,1,1,,-79.517397,43.602315
1099,1950,74 Burnaby Boulevard,1,1,400 ,-79.410708,43.705244
1100,2000,59 Wolverleigh Boulevard,1,1,600 ,-79.328567,43.683866
1101,1849,1 Springhurst Avenue,0,0.5,425 ,-79.426125,43.63454
1102,5000,83 Third Street,3.5,3.5,2500 ,-79.500903,43.602769
1103,4700,69 Eleventh Street,4,2,2000 ,-79.508321,43.597075
1104,3400,79 Cathedral High Street,3,2.5,,-79.374709,43.893281
1105,2000,16 Brookers Lane,1,1,562 ,-79.478618,43.626911
1106,2000,20 Blue Jays Way,1,1,560 ,-79.391852,43.643889
1107,2850,381 Front Street West,1.5,1,638 ,-79.392662,43.642808
1108,3200,70 Annie Craig Drive,1.5,2,663 ,-79.47896,43.62474
1109,2600,750 Bay Street,1,1,,-79.386057,43.659666
1110,4200,95 McMahon Drive,3,3,1100 ,-79.372028,43.766749
1111,3557,350 Queens Quay West,2.5,1,794 ,-79.389079,43.638601
1112,2700,2369 Danforth Avenue,1.5,2,693 ,-79.30589,43.687281
1113,2200,1349 Danforth Avenue,0.5,0.5,400 ,-79.328662,43.681988
1114,900,Toronto Street,1,0,,-79.376157,43.650131
1115,5500,Daisy Meadow Crescent,5,6,4000 ,-79.857512,43.883177
1116,2500,90 Stadium Road,1,1,642 ,-79.401252,43.634698
1117,1000,8 Harvest Moon Drive,1,1,500 ,-79.317229,43.824448
1118,2700,120 Harrison Garden Boulevard,1.5,1,687 ,-79.40315,43.75773
1119,2900,Danforth Avenue,2.5,1,1000 ,-79.315067,43.685194
1120,4475,256 Jarvis Street,2,2,1859 ,-79.375902,43.659361
1121,2650,64 Fordover Drive,3,1,900 ,-79.175597,43.756479
1122,3350,188 Redpath Avenue,2,1.5,765 ,-79.393837,43.70985
1123,2000,94 Mactier Drive,2,1,,-79.649706,43.830083
1124,2500,1603 Eglinton Avenue West,1.5,1,589 ,-79.443106,43.696916
1125,3500,256 Annette Street,2.5,1,1100 ,-79.471861,43.662508
1126,2000,47 Aberfeldy Crescent,1,1,600 ,-79.369017,43.809661
1127,2275,96 Citation Drive,1,1,700 ,-79.379971,43.77557
1128,1800,100 Greensides Avenue,0,1,100 ,-79.430126,43.680446
1129,5900,11 Wingrove Hill,4,4,4000 ,-79.541769,43.653793
1130,3150,77 Lombard Street,2,2,854 ,-79.373966,43.651914
