,price,address,beds,baths,size,longitude,latitude
638,4000,130 River Street,3,2,1000 ,-79.358454,43.66144
639,2650,55 Ontario Street,1.5,1,650 ,-79.366415,43.653567
640,2795,77 Shuter Street,1,1,380 ,-79.375127,43.654991
641,1400,53 Emerson Avenue,1,1,,-79.441358,43.660697
642,2190,Dundas Street West,0,1,560 ,-79.451805,43.653873
643,2900,685 Euclid Avenue,1,1,700 ,-79.414416,43.663953
644,3190,160 Dowling Avenue,2,1,1100 ,-79.439565,43.638447
645,1780,50 Wellesley Street East,1,1,,-79.382567,43.665634
646,3550,33 Frederick Todd Way,2,2,860 ,-79.360921,43.713887
647,2300,111 Elizabeth Street,0,1,391 ,-79.384721,43.655055
648,3000,4 Spadina Avenue,1.5,2,,-79.393842,43.640835
649,2700,28 Freeland Street,1.5,1,696 ,-79.374133,43.643831
650,5500,400 Wellington Street West,2,1.5,1085 ,-79.395946,43.644122
651,4600,357 King Street West,3,2,1095 ,-79.392505,43.64611
652,1570,Queen Street West,1,1,,-79.413955,43.645183
653,2400,52 Saint Lawrence Street,1,1,800 ,-79.356751,43.655848
654,4050,46 Churchill Avenue,2,1,1100 ,-79.424174,43.651888
655,5800,1 Bloor Street East,2,2.5,1052 ,-79.386246,43.670159
656,2650,200 Sudbury Street,1.5,1,624 ,-79.426491,43.642143
657,3050,45 Baseball Place,2,2,790 ,-79.351104,43.658271
658,2300,1787 Saint Clair Avenue West,2,2,784 ,-79.461522,43.673665
659,2400,840 Saint Clair Avenue West,2,2,655 ,-79.431757,43.680748
660,2200,1 Edgewater Drive,1,1,1000 ,-79.363816,43.645062
661,3000,111 Elizabeth Street,1,1,535 ,-79.384806,43.655113
662,3500,2191 Yonge Street,1,1,750 ,-79.397723,43.705577
663,2000,758 Bathurst Street,0,1,,-79.411252,43.664326
664,2115,299 Glenlake Avenue,1,1,537 - 548 ,-79.465417,43.656844
665,3750,668 Old Weston Road,3,1.5,1400 ,-79.466246,43.680119
666,2900,1 Old Mill Drive,1.5,1,645 ,-79.486647,43.648251
667,2600,75 Dalhousie Street,1,1,516 ,-79.375903,43.655423
668,3750,727 Avenue Road,2,2.5,1710 ,-79.404424,43.695557
669,4200,77 Maitland Place,2,2,900 ,-79.376738,43.66474
670,41000,17 Bathurst Street,3,2,878 ,-79.399201,43.637521
671,2380,55 Cooper Street,1,1,603 ,-79.37143,43.643971
672,1450,18 Gifford Street,0,0,600 ,-79.363652,43.663175
673,2750,87 Lillian Street,2,1.5,1000 ,-79.393627,43.707012
674,876,Broadview Avenue,3,1,,-79.355769,43.672904
675,9995,9 Peyton Lane,2,2.5,3000 ,-79.33385,43.667096
676,5295,15 Peyton Lane,1,1,1000 ,-79.333768,43.667172
677,1700,36 Stadium Road,1,1,800 ,-79.400621,43.63394
678,3300,139 Merton Street,1,2,750 ,-79.392044,43.696776
679,2400,19 Bathurst Street,1,1,492 ,-79.399849,43.637558
680,2100,8 Telegram Mews,0,1,420 ,-79.394982,43.640726
681,2395,125 Mavety Street,2,1,850 ,-79.464072,43.66222
682,2400,130 River Street,2,2,697 ,-79.358454,43.66144
683,1250,18 Gifford Street,1,1,600 ,-79.363645,43.663177
684,2295,1778 Bloor Street West,1,1,600 ,-79.461006,43.655012
685,925,2 Glen Elm Avenue,3,1,,-79.394788,43.691525
686,2800,395 Bloor Street East,1.5,1,600 ,-79.37742,43.671975
687,1580,50 Wellesley Street East,1,0.5,,-79.382567,43.665634
688,3400,383 Sorauren Avenue,2,2,805 ,-79.444858,43.650384
689,1899,219 Dundas Street East,1,1,100 ,-79.37304,43.657522
690,2900,124 Rockwell Avenue,3,1,1200 ,-79.463408,43.676859
691,1895,30 Anna Hilliard Lane,1,1,500 ,-79.36439,43.65648
692,3100,181 Dundas Street East,2,1,669 ,-79.374105,43.657011
693,2457,91 Wellesley Street East,0.5,0.5,650 ,-79.379511,43.665628
694,8995,314 Cosburn Avenue,5,3.5,3500 ,-79.339071,43.691934
695,3000,195 Redpath Avenue,2,2,650 ,-79.393445,43.710216
696,3200,55 Cooper Street,2,2,34 ,-79.37143,43.643971
697,2400,1808 Saint Clair Avenue West,2,2,747 ,-79.462493,43.673972
698,2700,219 Fort York Boulevard,1,1,690 ,-79.405722,43.636642
699,4300,50 East Liberty Street,2,2,1100 ,-79.41311,43.639038
700,2350,28 Freeland Street,1,1,586 ,-79.374133,43.643831
701,2900,295 Adelaide Street West,1.5,1,665 ,-79.390586,43.647665
702,2850,7 Broadway Avenue,1,1,650 ,-79.398026,43.70941
703,6500,452 Gerrard Street East,2,2,2000 ,-79.360746,43.663518
704,3500,50 Wellesley Street East,2,2,700 ,-79.382567,43.665634
705,2600,403 Church Street,1,1,505 ,-79.379337,43.662066
706,2000,2385 Dundas Street West,1,1,500 ,-79.453057,43.657641
707,2800,123 Bedford Road,1,1,,-79.399004,43.673047
708,4250,540 Saint Clarens Avenue,2.5,2,2000 ,-79.443135,43.661347
709,2500,1469 Gerrard Street East,2,1,949 ,-79.320778,43.672366
710,2999,38 Iannuzzi Street,1,1,575 ,-79.401417,43.637174
711,4900,8 Stanley Avenue,3,3,1700 ,-79.408937,43.643484
712,2600,7 Broadway Avenue,1.5,1,680 ,-79.398082,43.709415
714,1000,2846 Dufferin Street,2,0,150 ,-79.453446,43.706597
715,2900,2 Augusta Avenue,1.5,1,565 ,-79.399587,43.647472
716,2950,161 Roehampton Avenue,2,2,1105 ,-79.393795,43.708758
717,3500,125 Blue Jays Way,2,2,895 ,-79.392031,43.645734
718,2500,57 Saint Joseph Street,1,1,410 ,-79.387934,43.665365
719,2600,508 Wellington Street West,1,1,630 ,-79.3992,43.64342
720,2425,158 Front Street East,1,1,480 ,-79.368682,43.650384
721,2900,125 Western Battery Road,2,2,891 ,-79.416695,43.639859
722,2900,1 Cardiff Road,1.5,1,550 ,-79.383119,43.71032
723,2600,200 Sudbury Street,1,1,680 ,-79.426491,43.642143
724,4995,268 Atlas Avenue,4,3,1900 ,-79.434689,43.689791
725,3500,159 Wellesley Street East,1,1.5,600 ,-79.374776,43.666831
726,3600,5 Mariner Terrace,1.5,1,600 ,-79.390417,43.639736
727,1850,564 Northcliffe Boulevard,0,1,500 ,-79.446303,43.691204
728,2800,25 Telegram Mews,1,1,545 ,-79.394506,43.641052
729,5500,106 Woodbine Avenue,3,3.5,1500 ,-79.305412,43.667275
730,6000,293 Woodbine Avenue,3,2.5,1700 ,-79.306294,43.670875
731,4300,33 Harbour Square,2,2,1434 ,-79.37726,43.639944
732,3960,1336 Avenue Road,2,1,1200 ,-79.412391,43.71565
733,5000,14 York Street,2,1,730 ,-79.381539,43.641966
734,3999,21 Carlton Street,1,1,1000 ,-79.382185,43.66118
735,2500,224 Victor Avenue,1,1,650 ,-79.34399,43.669198
736,6000,14 York Street,2,2,1100 ,-79.381539,43.641966
737,5400,8 Mercer Street,3,2,1400 ,-79.389908,43.646006
738,3100,238 Christie Street,2,2,999 ,-79.42117,43.670212
739,4950,579 Roehampton Avenue,3,3,2000 ,-79.380202,43.711269
740,2500,80 Lamb Avenue,1,1,600 ,-79.328741,43.680108
741,3695,32 Rowanwood Avenue,2,1,797 ,-79.388311,43.67994
742,3200,2121 Lake Shore Boulevard West,2,2,758 ,-79.478374,43.627447
743,1650,24 Pendrith Street,0,1,399 ,-79.421223,43.667286
744,2400,103 The Queensway,1,1,597 ,-79.470245,43.636315
745,2600,318 Richmond Street West,1,1,520 ,-79.3922,43.648924
746,1435,111 Carlton Street,1,1,,-79.376958,43.662129
747,1999,47 Lonborough Avenue,2,1,800 ,-79.469232,43.693771
748,2500,33 Frederick Todd Way,2,3,947 ,-79.360778,43.713564
749,2750,247 Prescott Avenue,2,1,,-79.459866,43.680575
751,1650,247 Prescott Avenue,0,1,,-79.459866,43.680575
752,2400,2221 Yonge Street,0.5,0.5,599 ,-79.397957,43.70603
753,3995,4 Azzarello Lane,2.5,2,2000 ,-79.325338,43.682762
754,4300,2 Roxborough Street East,1.5,1,800 ,-79.389662,43.678232
755,2550,28 Linden Street,1,1,515 ,-79.377046,43.670809
756,3200,125 Peter Street,1.5,0.5,630 ,-79.393054,43.64826
757,850,62 Ulster Street,1,1,120 ,-79.407003,43.660405
758,3388,232 Blackthorn Avenue,2,2,1800 ,-79.461104,43.679687
759,2200,35 Tubman Avenue,1,1,544 ,-79.359212,43.661415
760,6700,204 Walmer Road,4,4,3650 ,-79.408987,43.67577
761,6200,284 Saint Helens Avenue,2,1,800 ,-79.444142,43.656759
762,2600,38 Niagara Street,1,1,575 ,-79.401584,43.642148
763,2500,8 Mercer Street,1.5,1,599 ,-79.389908,43.646006
764,2500,330 Richmond Street West,1,1,599 ,-79.392626,43.648943
765,1800,1216 Ossington Avenue,1,1,,-79.430908,43.674134
766,1800,286 Perth Avenue,1,1,,-79.451379,43.662351
767,7000,39 Old Brewery Lane,3,2,1400 ,-79.356052,43.658084
768,8000,39 Old Brewery Lane,3,2,1400 ,-79.356052,43.658084
769,1650,136 East Liberty Street,1,1,800 ,-79.414923,43.638711
770,3500,8 Telegram Mews,3,2,800 ,-79.394902,43.640514
771,2200,44 Browning Avenue,1,1,755 ,-79.355067,43.681733
772,2750,251 Jarvis Street,2,1,550 ,-79.374108,43.657376
773,3995,55 Cooper Street,3,2,899 ,-79.37143,43.643971
774,2600,295 Adelaide Street West,1.5,1,650 ,-79.390586,43.647665
775,2500,20 Edward Street,1,1,544 ,-79.382122,43.656967
776,2300,115 Blue Jays Way,1,1,500 ,-79.392078,43.645798
777,3050,188 Redpath Avenue,2,1.5,765 ,-79.393837,43.70985
778,2000,139 Gladstone Avenue,2,2,,-79.428445,43.646729
779,3000,60 Saint Clair Avenue West,1.5,1,650 ,-79.396784,43.68785
780,1090,394 Dundas Street East,1,1,,-79.367972,43.659183
781,1090,270 Berkeley Street,1,1,300 ,-79.367693,43.659456
782,3500,5 Soudan Avenue,2,2,,-79.397113,43.70437
783,2350,15 Iceboat Terrace,1,1,540 ,-79.396896,43.640556
784,4650,2 Rusholme Park Crescent,3,3,1400 ,-79.428317,43.652118
785,2250,138 Downes Street,1,1,650 ,-79.37118,43.64443
786,3400,20 Edward Street,2,2,750 ,-79.382122,43.656967
787,3744,57 Spadina Avenue,2,2,875 ,-79.39436,43.645169
788,3800,35 Rolling Mills Road,2.5,2,,-79.355444,43.652948
789,3200,209 Yonge Street,1,2,750 ,-79.379647,43.653627
790,5500,217 Euclid Avenue,3,3,1700 ,-79.409614,43.651873
791,3400,50 Charles Street East,2,2,690 ,-79.38382,43.669571
792,2350,126 Simcoe Street,1,1,500 ,-79.386959,43.649023
793,2500,17 Bathurst Street,1,1,492 ,-79.399201,43.637521
794,2800,344 Northcliffe Boulevard,2,1,950 ,-79.443522,43.684231
795,2750,18 Stafford Street,1,1,650 ,-79.410691,43.64137
796,2800,51 East Liberty Street,1.5,1,750 ,-79.412014,43.638784
797,2650,201 Carlaw Avenue,1,1,610 ,-79.340131,43.66249
798,2600,80 Marine Parade Drive,1,1,699 ,-79.477192,43.626177
799,3100,150 Logan Avenue,0 - 2,0 - 2,717 ,-79.341762,43.658368
800,4200,219 Fort York Boulevard,2,2,910 ,-79.405722,43.636642
801,5000,44 Pembroke Street,3,1,1000 ,-79.372302,43.657449
802,6500,436 Wellington Street West,2.5,1.5,1500 ,-79.39706,43.643953
803,6000,15 Maple Avenue,2,1,1300 ,-79.376196,43.674749
804,3180,130 River Street,2,2,700 ,-79.358454,43.66144
805,2500,120 Parliament Street,1.5,2,625 ,-79.364068,43.653766
806,2500,1421 Gerrard Street East,1,1,,-79.322415,43.671919
807,2650,146 Dundas Street West,1,1,645 ,-79.385042,43.655563
808,1250,280 Wellesley Street East,1,1,,-79.370459,43.668503
809,2000,42 Charles Street East,1,1,452 ,-79.3841,43.669381
810,1150,280 Wellesley Street East,1,1,,-79.370459,43.668503
811,3200,28 Freeland Street,2,1,759 ,-79.374155,43.643857
812,3650,19 Grand Trunk Crescent,1.5,1,716 ,-79.382717,43.641672
813,3200,15 Fort York Boulevard,2,2,999 ,-79.39393,43.639828
814,2500,90 Queens Wharf Road,1,1,599 ,-79.399752,43.638806
815,2500,6 Parkwood Avenue,1,1,570 ,-79.409853,43.685241
816,9000,108 Bleecker Street,6,5,1350 ,-79.373119,43.665355
817,2200,433 Sherbourne Street,0,1,,-79.373416,43.665411
818,2800,1 Yorkville Avenue,1,1,577 ,-79.387794,43.671625
819,2800,1 Yorkville Avenue,0.5,0.5,577 ,-79.387794,43.671625
820,3500,208 Queens Quay West,1,2,820 ,-79.380932,43.640377
821,2450,456 Armadale Avenue,0.5,1,650 ,-79.486683,43.656801
822,2850,123 Markham Street,1,1,700 ,-79.406591,43.651175
823,2900,1598 Queen Street East,2,1,700 ,-79.317305,43.66629
824,2450,130 River Street,1.5,1,590 ,-79.358454,43.66144
825,1200,633 Bay Street,1,1,,-79.383456,43.656727
826,2800,39 Roehampton Avenue,2,2,626 ,-79.397282,43.708017
827,3600,176 Dupont Street,3,1,1100 ,-79.403673,43.675744
828,2395,1836 Queen Street East,2,1,1200 ,-79.308308,43.66836
829,3000,50 Portland Street,1,1,610 ,-79.400002,43.643261
830,3195,2 Keele Street,2,2,1200 ,-79.460509,43.65488
831,2690,220 Rose Park Drive,2,1,1500 ,-79.381686,43.692011
832,3300,395 Bloor Street East,2,2,729 ,-79.377347,43.671988
833,2850,1 The Esplanade,1.5,1,655 ,-79.375992,43.645882
834,3000,195 Redpath Avenue,2,2,730 ,-79.393445,43.710216
835,1100,280 Wellesley Street East,2,1,,-79.370459,43.668503
838,2550,761 Bay Street,1,1,615 ,-79.384996,43.659667
839,2500,20 Blue Jays Way,1,1,600 ,-79.391852,43.643889
840,2300,77 Mutual Street,1,1,430 ,-79.375071,43.656161
841,2800,1 Yorkville Avenue,1.5,1,577 ,-79.387794,43.671625
842,2950,211 Jarvis Street,2,1,91103 ,-79.373854,43.655911
843,3100,20 Edward Street,2,1,700 ,-79.382122,43.656967
844,3000,293 Viewmount Avenue,2,2,1000 ,-79.443534,43.706878
846,3000,231 Fort York Boulevard,2,1,,-79.406059,43.636882
847,2300,1787 Saint Clair Avenue West,1.5,0.5,629 ,-79.462094,43.673506
848,4800,8 Ridge Hill Drive,3,2,1400 ,-79.426689,43.703643
849,2300,36 Lisgar Street,1,1,550 ,-79.423245,43.641888
850,3200,10 Regent Park Boulevard,2,2,,-79.361716,43.659476
851,3495,24 Dunraven Drive,3,2,1300 ,-79.463873,43.687275
852,2450,3020 Dundas Street West,1,1,603 ,-79.470052,43.665712
853,2900,30 Oriole Crescent,2,1,1000 ,-79.402252,43.696592
854,1900,2929 Bathurst Street,1,1,700 ,-79.42862,43.715815
855,1875,475 Winona Drive,1,1,600 ,-79.435676,43.690506
856,5000,14 York Street,2.5,2,750 ,-79.381539,43.641966
857,4600,50 Lombard Street,2,2,1100 ,-79.37599,43.651881
858,2800,1928 Lake Shore Boulevard West,1.5,2,690 ,-79.467962,43.635806
859,2350,35 Tubman Avenue,1,1,623 ,-79.35915,43.661246
860,3750,11 Charlotte Street,2,2,850 ,-79.393404,43.646417
861,3500,21 Widmer Street,2,2,850 ,-79.390994,43.647241
862,3395,21 Widmer Street,2,1.5,850 ,-79.390994,43.647241
863,3200,88 Blue Jays Way,1.5,1,650 ,-79.392457,43.645505
864,2300,610 Gerrard Street East,3,1,900 ,-79.351522,43.665813
865,5000,505 Richmond Street West,2,2,1100 ,-79.399502,43.647141
866,5500,15 Highbourne Road,5,3,3020 ,-79.403472,43.696134
867,1350,Pembroke Street,1,1,400 ,-79.372496,43.658433
868,1149,181 Caribou Road,1,1,,-79.42765,43.717785
869,2750,11 Baden Street,1.5,1,660 ,-79.421788,43.649915
870,2850,28 Freeland Street,1.5,1,661 ,-79.373846,43.643907
871,2200,2389 Saint Clair Avenue West,1,1,700 ,-79.480939,43.66931
872,2999,633 Bay Street,2,1,810 ,-79.383473,43.656714
873,4800,10 York Street,2,2,820 ,-79.381312,43.641145
874,2700,38 Iannuzzi Street,1.5,1,600 ,-79.401417,43.637174
875,1600,438 King Street West,1,1,800 ,-79.394578,43.64571
876,2000,1212 Queen Street East,2,1,900 ,-79.330755,43.663245
877,2680,98 Lillian Street,1.5,2,673 ,-79.394162,43.707177
878,7500,52 Stanley Terrace,2,2,1200 ,-79.410351,43.642739
879,3095,130 River Street,2,2,692 ,-79.358454,43.66144
880,2975,35 Mariner Terrace,1.5,1,,-79.392089,43.639669
881,3550,817 Bloor Street West,3,1,1700 ,-79.42219,43.662557
882,2400,60 Homewood Avenue,1,1,550 ,-79.375501,43.664797
883,2600,16 Bonnycastle Street,1,1,499 ,-79.365036,43.646135
884,3500,150 Logan Avenue,2.5,2,889 ,-79.341762,43.658368
885,2750,28 Freeland Street,1.5,1,696 ,-79.374155,43.643857
886,6595,2 Roxborough Street East,2,2,1100 ,-79.389662,43.678232
887,2700,705 King Street West,1,1,730 ,-79.404001,43.643502
888,2850,224 Victor Avenue,1.5,1,750 ,-79.343992,43.6692
889,1900,115 Mavety Street,0,0.5,500 ,-79.463962,43.662006
891,2600,763 Bay Street,1,1,595 ,-79.385106,43.660264
892,2750,1787 Saint Clair Avenue West,2,1,692 ,-79.462097,43.673514
893,2500,85 East Liberty Street,1,1,620 ,-79.415567,43.638161
894,3300,36 Howard Park Avenue,2,1,700 ,-79.449696,43.652087
895,7500,488 University Avenue,3,2,1140 ,-79.388916,43.655156
896,3100,Rosemount Avenue,2,1,,-79.4358,43.677963
897,1700,215 Queen Street West,1,1,742 ,-79.387869,43.650508
898,1700,8 Mercer Street,1,1,1003 ,-79.389908,43.646006
899,2250,88 Harbour Street,0,1,360 ,-79.379039,43.641927
900,2900,Indian Road Crescent,2,1,,-79.459923,43.660807
901,6000,100 Hampton Avenue,4,2,2000 ,-79.352012,43.674828
902,2000,395 Shaw Street,1,1,875 ,-79.419151,43.652675
903,3300,88 Scott Street,2,1,730 ,-79.376412,43.648389
904,2700,50 Western Battery Rd,1,1,900 ,-79.414163,43.639816
905,3700,42 Charles Street East,2,2,700 ,-79.3841,43.669381
906,2195,134 Lawton Boulevard,1,1,,-79.397455,43.694356
907,4900,11 Wellesley Street West,3,2,900 ,-79.385343,43.664567
908,2300,364 Sorauren Avenue,2,1,750 ,-79.445402,43.65078
909,3300,488 University Avenue,1.5,2,850 ,-79.388916,43.655156
911,2595,32 Rowanwood Avenue,1,1,506 ,-79.388311,43.67994
912,3495,32 Rowanwood Avenue,2,1,818 ,-79.388311,43.67994
913,1500,Simcoe Street,2,2,,-79.387354,43.650455
914,2450,155 Dalhousie Street,1,1,770 ,-79.376769,43.657663
915,2375,170 Fort York Boulevard,1,1,515 ,-79.399742,43.63942
916,3999,2 Boulton Drive,2,1,1200 ,-79.40321,43.676994
917,3100,426 Eastern Avenue,2,2,705 ,-79.343185,43.657584
918,2375,1791 Saint Clair Avenue West,1.5,1,635 ,-79.461637,43.673697
919,3550,21 Carlton Street,2,2,1015 ,-79.382093,43.661226
920,2600,40 Homewood Avenue,1,1,500 ,-79.375507,43.664177
921,2400,159 Dundas Street East,1,1,570 ,-79.374935,43.656854
922,2450,295 Wellesley Street East,1.5,0.5,630 ,-79.369961,43.667999
923,2200,Coxwell Avenue,1,1,550 ,-79.322999,43.681924
924,3500,70 Temperance Street,2,2,700 ,-79.382148,43.65053
926,2400,28 Freeland Street,1,1,599 ,-79.373846,43.643907
927,5500,88 Scott Street,1.5,1,880 ,-79.376412,43.648389
928,4000,Ryerson Avenue,5,2,,-79.402467,43.648766
929,2200,2015 Davenport Road,2,1,650 ,-79.458159,43.669907
930,2400,159 Wellesley Street East,1,1,625 ,-79.374776,43.666831
931,2500,501 Yonge Street,1,1,,-79.383534,43.663141
933,2995,1001 Bay Street,1.5,1.5,858 ,-79.387382,43.665576
934,3400,64 Summerhill Gardens,1,1,1000 ,-79.385981,43.684209
935,3000,350 Wellington Street West,1,1,615 ,-79.392816,43.644629
936,3000,21 Carlton Street,0,1,400 ,-79.382093,43.661226
937,3250,111 Elizabeth Street,2,2,970 ,-79.384806,43.655113
938,5600,161 Lisgar Street,2,2.5,1200 ,-79.424122,43.645141
939,3900,77 Harbour Square,1.5,2,1170 ,-79.379276,43.639664
940,2250,8 Dovercourt Road,1,1,550 ,-79.421865,43.6417
941,2800,50 Lynn Williams Street,2,1,750 ,-79.415182,43.639509
942,2300,69 Lynn Williams Street,1,1,650 ,-79.415557,43.638848
943,1480,208 McCaul Street,1,1,100 ,-79.393078,43.657206
944,3450,10 York Street,1,1,580 ,-79.381225,43.641098
945,2398,74 Constance Street,2,1.5,900 ,-79.453446,43.649391
946,2800,2 Augusta Avenue,1,1,500 ,-79.399504,43.647427
948,3200,20 Lombard Street,1.5,1,670 ,-79.376934,43.651676
949,5245,266 Atlas Avenue,0,0,1900 ,-79.434319,43.688919
950,3450,18 Lippincott Street,3,1,1500 ,-79.406063,43.655019
951,3800,54 East Liberty Street,2,1,1100 ,-79.413374,43.639211
954,3420,200 Heward Avenue,2,1.5,800 ,-79.338963,43.660756
955,2200,Rhodes Avenue,1,1,500 ,-79.321196,43.674653
956,2350,357 King Street West,1,1,569 ,-79.392527,43.645796
957,3900,51 Lower Simcoe Street,2,2,900 ,-79.383551,43.642095
958,4050,33 Charles Street East,2.5,2,1033 ,-79.384522,43.668681
959,3550,100 Western Battery Road,2,2,820 ,-79.415811,43.639519
960,1205,605 Huron Street,1,1,,-79.403678,43.673505
961,1200,75 Baldwin Street,1,1,,-79.395628,43.655397
962,1900,305 Salem Avenue,1,1,1500 ,-79.434616,43.668362
963,4500,220 Victoria Street,2.5,2,1100 ,-79.379201,43.654842
966,1950,80 Saint Clair Avenue East,1,1,420 ,-79.390566,43.689124
967,2300,105 The Queensway,1,1,525 ,-79.471414,43.635792
968,2450,395 Bloor Street East,1,1,,-79.37742,43.671975
969,2550,49 East Liberty Street,1.5,2,620 ,-79.412056,43.63883
970,3400,320 Richmond Street East,2,2,800 ,-79.36879,43.653582
971,1200,305 Salem Avenue,1,1,,-79.434643,43.668352
972,2450,85 Queens Wharf Road,0.5,0.5,540 ,-79.398553,43.638939
973,3800,1 Market Street,2.5,2,892 ,-79.370866,43.646925
974,2000,1999 Danforth Avenue,1,1,550 ,-79.314582,43.685046
975,2150,1999 Danforth Avenue,1,1,550 ,-79.314582,43.685046
976,1300,Clinton Place,1,1,,-79.417522,43.66312
977,2395,Albany Avenue,2,1,1300 ,-79.412434,43.670948
978,2400,6 Jackes Avenue,1,1,540 ,-79.392417,43.685244
979,2390,25 Grenville Street,1,1,750 ,-79.384698,43.661758
980,2450,320 Richmond Street East,1,2,700 ,-79.36879,43.653582
981,3000,15 Iceboat Terrace,1.5,1,550 ,-79.396896,43.640556
982,2250,1808 Saint Clair Avenue West,1,1,540 ,-79.462698,43.674575
983,4995,272 Atlas Avenue,4,3,1900 ,-79.434689,43.689791
984,2300,1791 Saint Clair Avenue West,1,1,610 ,-79.461638,43.673698
985,2400,1787 Saint Clair Avenue West,1.5,0.5,625 ,-79.462097,43.673514
986,1950,180 Sherbourne Street,0,0.5,,-79.370373,43.656334
987,1689,425 Wellington Street West,3,2,1150 ,-79.3961,43.643465
988,3400,77 Lombard Street,1,2,700 ,-79.373966,43.651914
989,2750,70 Temperance Street,1.5,1,575 ,-79.382148,43.65053
990,3200,585 Bloor Street East,2,2,850 ,-79.371511,43.671624
991,1700,390 Queens Quay West,2.5,1,,-79.390637,43.638458
992,1700,35 Elsie Lane,3.5,1,,-79.451369,43.660482
993,1900,2929 Bathurst Street,0,0,750 ,-79.42862,43.715815
994,4250,51 Bowmore Road,3,1,,-79.313522,43.675216
995,2700,5 Saint Joseph Street,1,1,600 ,-79.385678,43.665759
996,2350,138 Downes Street,1,1,500 ,-79.371027,43.644422
997,2100,701 King Street West,1.5,1,500 ,-79.403795,43.643371
998,2575,1 The Esplanade,1,1,600 ,-79.375992,43.645882
999,2575,1 The Esplanade,1,1,600 ,-79.375682,43.645809
1000,2700,357 King Street West,1,1,569 ,-79.392527,43.645796
1001,5500,272 Atlas Avenue,4.5,3,2000 ,-79.434689,43.689791
1002,2850,21 Grand Magazine Street,1.5,1,,-79.401892,43.636455
1004,2700,197 Yonge Street,1,1,559 ,-79.379369,43.65336
1005,3200,352 Front Street West,2,2,850 ,-79.392451,43.643353
1006,3700,575 Dufferin Street,4,2,,-79.430759,43.648313
1007,2000,575 Dufferin Street,2,1,,-79.430759,43.648313
1008,3000,575 Dufferin Street,3,1,,-79.430759,43.648313
1009,6000,110 Edgewood Avenue,3.5,2.5,2200 ,-79.31514,43.673133
1010,2300,1808 Saint Clair Avenue West,1.5,1,600 ,-79.462698,43.674575
1011,3200,359 McRoberts Avenue,2,2,,-79.456929,43.684406
1012,2300,251 Jarvis Street,1,1,550 ,-79.374108,43.657376
1013,2200,1808 Saint Clair Avenue West,0.5,0.5,512 ,-79.462698,43.674575
1014,3500,400 Dufferin Street,2,2,910 ,-79.429451,43.643875
1015,2450,365 Church Street,1,1,500 ,-79.378691,43.660924
1016,1550,208 Lisgar Street,1,1,700 ,-79.425232,43.646767
1017,2400,395 Bloor Street East,1,1,535 ,-79.37742,43.671975
1018,6500,195 Wright Avenue,3.5,2,,-79.447913,43.645431
1019,2800,1808 Saint Clair Avenue West,2,2,721 ,-79.462698,43.674575
1021,2000,111 Carlton Street,1,1,315 ,-79.376958,43.662129
1022,2149,50 Ordnance Street,0,1,499 ,-79.409724,43.639701
1023,3000,19 Western Battery Road,2.5,2,700 ,-79.411333,43.639578
1024,3200,28 Freeland Street,2,1,759 ,-79.374133,43.643831
1026,3600,1 Glen Park Avenue,2.5,2,1000 ,-79.428591,43.712889
1027,3050,39 Roehampton Avenue,2,2,687 ,-79.397135,43.708128
1028,2200,127 Summerhill Avenue,1,1,,-79.386886,43.683563
1029,1600,181 Bedford Road,1,1,,-79.399656,43.674808
1030,2350,320 Richmond Street East,1.5,0,,-79.36879,43.653582
1031,2100,1787 Saint Clair Avenue West,1.5,1,570 ,-79.461604,43.673603
1033,2525,555 Yonge Street,1,1,640 ,-79.384089,43.664717
1034,3000,251 Jarvis Street,2,2,799 ,-79.374108,43.657376
1035,4000,130 River Street,3.5,2,991 ,-79.358454,43.66144
1036,3000,144 Harrison Street,3,1,1100 ,-79.42416,43.650546
1037,2950,25 Grenville Street,2.5,1,820 ,-79.384698,43.661758
1038,2597,390 Queens Quay West,1.5,1,639 ,-79.390637,43.638458
1039,2400,1787 Saint Clair Avenue West,0.5,0.5,571 ,-79.461604,43.673603
1040,3500,101 Peter Street,2,2,800 ,-79.392703,43.647518
1041,3600,3 Gloucester Street,2,2,700 ,-79.384484,43.666445
1042,2500,105 The Queensway,1.5,1,650 ,-79.471414,43.635792
1043,1699,50 Gerrard Street East,3,1,350 ,-79.379047,43.659894
1044,2000,224 Saint George Street,0,1,400 ,-79.401941,43.671427
1045,2600,101 Peter Street,1,1,650 ,-79.392703,43.647518
1046,4500,1926 Lake Shore Boulevard West,3,3,,-79.467327,43.635799
1047,3700,172 Saint Clair Avenue East,2.5,1,1400 ,-79.386115,43.689997
1048,2200,Rhodes Avenue,1,1,550 ,-79.321196,43.674653
1049,2800,460 Adelaide Street East,2,2,730 ,-79.366732,43.652926
1050,2700,39 Homewood Avenue,2,1,450 ,-79.375171,43.664448
1051,3100,39 Homewood Avenue,2,1,600 ,-79.375171,43.664448
1052,3450,35 Tubman Avenue,2,2,780 ,-79.359182,43.660626
1053,3600,901 Queen Street West,1.5,0.5,850 ,-79.412035,43.645465
1054,3800,832 Bay Street,2,2,816 ,-79.386541,43.661953
1055,2700,2119 Lake Shore Boulevard West,1,1,601 ,-79.478189,43.627937
1057,3200,1787 Saint Clair Avenue West,2,1,737 ,-79.461604,43.673603
