,price,address,beds,baths,size,longitude,latitude
1058,2200,105 The Queensway,1,1,460 ,-79.471414,43.635792
1059,2300,582 Lansdowne Avenue,0 - 1,0 - 1,750 ,-79.443785,43.660506
1060,2900,27 Bathurst Street,1,1,458 ,-79.401264,43.641119
1061,1725,68 Shuter Street,1,1,915 ,-79.375748,43.655139
1062,3100,60 Shuter Street,2.5,2,869 ,-79.376057,43.655061
1063,2600,501 Yonge Street,1.5,1,562 ,-79.383638,43.663194
1064,2700,98 Lillian Street,1.5,1,635 ,-79.394162,43.707177
1065,6500,43 Hanna Avenue,3,3,2249 ,-79.419502,43.638904
1066,2700,357 King Street West,1.5,0,583 ,-79.392527,43.645796
1067,5000,5 Sultan Street,2,2,1450 ,-79.390227,43.668574
1068,2580,28 Freeland Street,1,0.5,640 ,-79.374133,43.643831
1069,3350,591 College Street,2,1,1200 ,-79.413518,43.655151
1070,2350,12 Bonnycastle Street,1,1,649 ,-79.364919,43.646037
1071,4200,955 Bay Street,2.5,2,844 ,-79.38699,43.664808
1072,2800,219 Dundas Street East,2,0,620 ,-79.37304,43.657522
1073,2600,1140 Davenport Road,2,1,600 ,-79.431033,43.674906
1074,1950,180 Sherbourne Street,0,1,,-79.370373,43.656334
1075,2300,180 Sherbourne Street,1,1,,-79.370373,43.656334
1076,2550,170 Fort York Boulevard,1,1,500 ,-79.399742,43.63942
1077,7200,28 Freeland Street,3,3,1900 ,-79.374133,43.643831
1078,2049,251 Jarvis Street,0,1,372 ,-79.374108,43.657376
1079,5500,33 Edwin Avenue,2,2.5,1400 ,-79.45416,43.662912
1080,3800,45 Gloucester Grove,3.5,1.5,,-79.435957,43.696852
1081,1795,149 Kitchener Avenue,1,1,700 ,-79.461526,43.68855
1082,2900,10 Navy Wharf Court,1,1,768 ,-79.391935,43.640451
1083,2390,159 Dundas Street East,1,1,575 ,-79.374935,43.656854
1084,2550,170 Fort York Boulevard,0.5,0.5,500 ,-79.399742,43.63942
1085,2300,150 Lansdowne Avenue,1.5,1,800 ,-79.438816,43.645353
1086,3250,155 Dalhousie Street,1.5,1,1000 ,-79.376769,43.657663
1087,3145,1331 Queen Street East,1,1,800 ,-79.326591,43.663922
1088,3000,150 Saint Clair Avenue West,1,1,,-79.400499,43.687068
1089,4350,220 Rose Park Drive,2.5,2,1500 ,-79.381686,43.692011
1090,3995,352 Front Street West,1,1,570 ,-79.392414,43.643254
1091,3995,14 York Street,1,1,530 ,-79.382245,43.64185
1092,3995,14 York Street,1,1,600 ,-79.382245,43.64185
1093,3995,300 Front Street West,1,1,650 ,-79.389406,43.644128
1094,2500,230 King Street East,0,1,500 ,-79.368151,43.651446
1095,2800,70 Yorkville Avenue,1,1,1000 ,-79.390869,43.671593
1096,2650,50 Ordnance Street,1.5,1,723 ,-79.409724,43.639701
1097,1500,561 Sherbourne Street,2,1,100 ,-79.375413,43.669479
1098,4000,137 Prescott Avenue,3,4,1500 ,-79.458819,43.678245
1099,2650,357 King Street West,1.5,1,583 ,-79.392491,43.645893
1100,2200,383 Sorauren Avenue,0,1,490 ,-79.444858,43.650384
1101,2950,98 Lillian Street,1.5,1,680 ,-79.394162,43.707177
1102,2300,125 Blue Jays Way,1,1,504 ,-79.392031,43.645734
1103,2800,110 Charles Street East,1.5,1,700 ,-79.380302,43.670068
1104,2899,155 Yorkville Avenue,1.5,1,610 ,-79.394303,43.670394
1105,2550,251 Hallam Street,1.5,1.5,1200 ,-79.436874,43.665891
1106,5200,721 Gladstone Avenue,3,2.5,1800 ,-79.435981,43.665205
1107,5000,Massey Street,3,2.5,1700 ,-79.413191,43.643191
1108,2550,1030 King Street West,1,1,520 ,-79.415906,43.641582
1109,3300,340 Wallace Avenue,3,2,1150 ,-79.45134,43.661095
1110,2700,38 Joe Shuster Way,1.5,2,730 ,-79.42436,43.640496
1111,2700,832 Bay Street,1.5,1,600 ,-79.386541,43.661953
1112,2500,35 Tubman Avenue,1,1,596 ,-79.35915,43.661246
1113,3300,219 Fort York Boulevard,2,2,869 ,-79.405722,43.636642
1114,2700,807 Duplex Avenue,2,1,1150 ,-79.403416,43.718114
1115,3900,21 Grafton Avenue,3,2,1300 ,-79.44537,43.639653
1116,7999,386 Yonge Street,2,2,800 ,-79.38361,43.659111
1117,2749,710 Ossington Avenue,1,1,500 ,-79.425564,43.661306
1118,2550,35 Tubman Avenue,1.5,1,599 ,-79.35915,43.661246
1119,4327,200 Redpath Avenue,3,2,,-79.393944,43.710487
1120,2995,138 Downes Street,2,2,750 ,-79.371223,43.644264
1121,2900,1 King Street West,0.5,0,730 ,-79.378145,43.648858
1122,2000,Peterborough Avenue,2,1,1000 ,-79.44429,43.674168
1123,2300,693 Woodbine Avenue,1,1,750 ,-79.309871,43.679299
1124,2600,225 Sumach Street,1.5,0.5,599 ,-79.360375,43.661156
1125,2600,415 Jarvis Street,2,1,680 ,-79.376805,43.663229
1126,5295,29 Lippincott Street,3,2,2000 ,-79.405923,43.65581
1127,2700,461 Adelaide Street West,1,1,550 ,-79.399482,43.645628
1128,3050,50 Marchmount Road,1,1,680 ,-79.426926,43.674264
1129,2875,20 Joe Shuster Way,2,1,600 ,-79.424308,43.640128
1130,3950,1 Cardiff Road,3.5,2,,-79.383116,43.710313
1131,3100,70 Temperance Street,2,1,,-79.382148,43.65053
1132,2295,Frederick Todd Way,1,1,550 ,-79.360714,43.713364
1133,3850,28 Freeland Street,2.5,2,881 ,-79.374133,43.643831
1134,2500,2221 Yonge Street,1.5,2,650 ,-79.397957,43.70603
1135,2400,352 Front Street West,1.5,1,586 ,-79.392451,43.643353
1137,2500,4 Lindsey Avenue,1,1,800 ,-79.430668,43.654315
1138,2350,260 Sackville Street,1,1,,-79.363766,43.661124
1139,2325,251 Jarvis Street,1,1,521 ,-79.374108,43.657376
1140,2277,110 Gothic Avenue,1,1,580 ,-79.469224,43.656064
1141,3700,85 Queens Wharf Road,2,2.5,1000 ,-79.398553,43.638939
1142,2600,170 Sumach Street,1.5,1,635 ,-79.360661,43.660291
1143,2700,98 Lillian Street,1.5,1,699 ,-79.394892,43.707042
1144,2350,150 Sudbury Street,1,1,470 ,-79.424074,43.641541
1145,3099,50 Ordnance Street,2,2,799 ,-79.409724,43.639701
1146,3127,350 Queens Quay West,2.5,1,794 ,-79.389079,43.638601
1147,3500,21 Widmer Street,2,2,860 ,-79.390994,43.647241
1148,1775,1745 Bathurst Street,1,1,775 ,-79.424653,43.699581
1149,3500,320 Richmond Street East,1,1.5,700 ,-79.36879,43.653582
1150,2500,387 Bloor Street East,1,1,455 ,-79.377683,43.672048
1151,2387,357 King Street West,1,1,524 ,-79.392527,43.645796
1152,2500,87 Peter Street,1,1,480 ,-79.392399,43.646834
1153,2550,87 Peter Street,1,1,480 ,-79.392399,43.646834
1154,2600,87 Peter Street,1.5,1,585 ,-79.392399,43.646834
1155,3500,488 University,2,2,,-79.388916,43.655156
1156,2650,111 St. Clair West,1,2,,-79.399259,43.68671
1157,3800,158 Front Street East,3,2,,-79.368682,43.650384
1158,4200,18 Maitland Terrace,3,2,,-79.383473,43.663684
1159,2700,111 Elizabeth St. Street,2,2,,-79.384806,43.655113
1160,2950,38 Grenville Street,2,1,,-79.385703,43.661885
1161,3600,290 Adelaide Street West,3,2,,-79.391026,43.648081
1162,2500,70 Temperance Street,1,1,,-79.382148,43.65053
1163,2480,435 Richmond Street West,2,1,,-79.396857,43.647629
1164,3450,30 Grand Trunk Crescent,2,2,,-79.382787,43.642283
1165,2995,1 Shaw Street,2,2,,-79.414319,43.640845
1166,3050,395 Bloor Street East,2,2,,-79.37742,43.671975
1167,2950,111 Elizabeth Street,2,2,,-79.384806,43.655113
1168,2750,111 Elizabeth Street,2,2,,-79.384806,43.655113
1169,3995,398 Westmoreland North,3,3,,-79.43539,43.672322
1170,2700,39 Roehampton,2,2,,-79.397282,43.708017
1171,3650,438 King Street West,2,2,,-79.394728,43.645849
1172,2925,140 Simcoe Street,1,1,606 ,-79.387273,43.649531
1173,3300,2221 Yonge Street,2,2,,-79.397957,43.70603
1174,8500,55 Charles Street West,2,3,,-79.389023,43.667686
1175,3199,25 Oxley Street,2,1,,-79.394468,43.646253
1176,2500,159 Dundas Street East,1,1,,-79.374935,43.656854
1177,4500,14 York Street,3,2,,-79.381539,43.641966
1178,2650,51 Lower Simcoe Street,2,1,,-79.383551,43.642095
1179,3450,32 Davenport Road,2,2,,-79.38989,43.673272
1180,3599,71 Simcoe Street,3,3,,-79.385497,43.646645
1181,13750,36 Blue Jays Way,3,4,,-79.392044,43.644937
1182,2480,101 Peter Street,1,1,,-79.392703,43.647519
1183,3200,50 Bruyeres Mews,1,1,,-79.402138,43.637672
1184,2900,25 Richmond Street East,2,1,,-79.377215,43.651909
1185,2400,365 Church Street,2,1,,-79.378691,43.660924
1186,5900,165 Pears,3,4,,-79.399467,43.674937
1187,5980,76 Dinnick Crescent,4,3,,-79.396645,43.723121
1188,8000,37 Rochester,5,4,,-79.392414,43.723841
1189,6500,608 Richmond Street,3,2,,-79.402977,43.646821
1190,2850,1 Bloor Street East,2,1,,-79.386246,43.670159
1191,2400,99 John Street,1,1,,-79.389852,43.647439
1192,3500,761 Bay Street,3,2,,-79.384996,43.659667
1193,2975,28 Freeland Street,2,1,,-79.373846,43.643907
1194,5590,1 Gloucester Street,3,2,,-79.384865,43.666517
1195,13900,78 Lowther,4,3,,-79.400369,43.670038
1196,3300,70 Roehampton,2,2,,-79.396099,43.708955
1197,2800,29 Queens Quay East,2,2,,-79.37247,43.642356
1198,7250,8 Charlotte Street,3,3,,-79.393839,43.646018
1199,2650,8 Eglinton East,2,2,,-79.397774,43.70714
1200,4700,246 Logan,3,2,,-79.342472,43.66015
1201,8000,34 Hillhurst Boulevard,3,3,,-79.412,43.712295
1202,4300,246 Logan,3,2,,-79.342472,43.66015
1203,2500,1121 Bay Street,1,1,,-79.388549,43.667986
1204,2800,1928 Lake Shore Blvd West Boulevard West,2,2,,-79.467962,43.635806
1205,3450,1044 Bathurst Street,2,1,,-79.41402,43.671623
1206,1990,27 Oakview,1,1,,-79.472168,43.654084
1207,4950,17 Ypres Road,4,3.5,2339 ,-79.46993,43.68822
1208,6500,10 Capreol Court,3,2,,-79.395951,43.640223
1209,4099,17 Powerhouse Street,4,3,,-79.448054,43.669557
1210,5500,67 Dewson Street,5,2,,-79.426608,43.656136
1211,3700,570 Bay Street,2,2,,-79.383879,43.655375
1212,2500,197 Yonge Street,2,1,,-79.379188,43.653436
1213,3150,85 Queens Wharf Road,2,2,,-79.398553,43.638939
1214,2700,50 Wellesley Street East,2,1,,-79.382567,43.665634
1215,2200,570 Bay Street,0,1,,-79.383879,43.655375
1216,3300,550 Queens Quay West Way,2,2,,-79.396396,43.637329
1217,4500,501 Yonge Street,3,2,,-79.383638,43.663194
1218,2280,1606 Queen Street East,2,1,,-79.317048,43.666495
1219,5800,19 Bathurst Street,3,2,,-79.399849,43.637558
1220,3250,181 Bedford Road,2,2,,-79.399656,43.674808
1221,2580,155 Yorkville,2,1,,-79.394303,43.670394
1222,4200,145 Springhurst,3,2,,-79.437134,43.635877
1223,2650,58 Sellers,2,1,,-79.383184,43.653226
1224,3600,5 St Joseph Street,3,2,,-79.385678,43.665759
1225,3985,16 Winnifred,3,1,,-79.335446,43.659622
1226,3650,832 Bay Street,3,2,,-79.386541,43.661953
1227,2350,12 York Street,2,1,,-79.381956,43.641744
1228,7500,521 Briar Hill,4,4,,-79.417474,43.709755
1229,2900,38 Stewart Street,1,1,,-79.401237,43.64364
1230,35000,4 Beaumont Road,5,7,,-79.37256,43.680385
1231,2500,2121 Lake Shore Boulevard West,1,1,,-79.478374,43.627447
1232,5180,15 Queens Quay East,3,2,,-79.373582,43.641956
1233,7500,5 Iceboat Terrace,4,3,,-79.396453,43.640742
1234,6000,38 Iannuzzi Street,2,2,750 ,-79.401417,43.637174
1235,2600,25 The Esplanade,1,1,650 ,-79.375009,43.646197
1236,2450,35 Tubman Avenue,1.5,1,690 ,-79.35915,43.661246
1237,3250,161 Roehampton Avenue,2,2,991 ,-79.393782,43.708772
1238,2200,197 Yonge Street,0,1,400 ,-79.379369,43.65336
1239,3500,20 Edward Street,2,2,,-79.382122,43.656967
1240,2400,11 Wellesley Street West,1,1,,-79.385343,43.664567
1241,3650,75 St Nicholas Street,2,2,,-79.386607,43.667701
1242,2400,576 Front Street,1,1,,-79.400533,43.641201
1243,2300,352 Front Street,1,1,,-79.392451,43.643353
1244,2900,158 Front Street East,2,2,,-79.368682,43.650384
1245,2300,583 Indian Road,1,1,,-79.456779,43.658146
1246,2400,188 Cumberland Street,1,1,,-79.394295,43.669782
1247,2200,48 Walker,1,1,,-79.394683,43.682548
1248,3500,158 Front Street East,3,2,,-79.368682,43.650384
1249,2250,165 Quebec,1,1,,-79.468406,43.657442
1250,2975,1926 Lake Shore Boulevard West,2,2,,-79.467492,43.635764
1251,3300,85 Wood Street,3,2,,-79.379292,43.662786
1252,2650,5 Mariner Terrace,1,1,,-79.390417,43.639736
1253,3790,39 Roehampton,3,2,,-79.397282,43.708017
1254,4000,85 Queens Wharf Road,3,2,,-79.398553,43.638939
1255,2700,20 Edward Street,1,1,,-79.382122,43.656967
1256,7900,35 Balmuto Street,3,3,,-79.38747,43.669451
1257,15000,1 Forest Hill Road,3,4,,-79.40301,43.686912
1258,4000,18 Yorkville,2,2,,-79.388007,43.672069
1259,3500,50 Fort York Boulevard,1,1,,-79.395867,43.640073
1260,2900,39 Roehampton,2,2,,-79.397282,43.708017
1261,5200,19 Bathurst Street,3,2,,-79.399849,43.637558
1262,6600,1080 Bay Street,3,2,,-79.388889,43.666981
1263,8500,761 Bay Street,4,3,,-79.384996,43.659667
1264,3100,399 Adelaide Street West,2,1,,-79.397236,43.646188
1265,3000,711 Bay Street,3,1,,-79.384652,43.658823
1266,4000,20 Richardson Street,2,2,645 ,-79.368718,43.645487
1267,5200,29 Queens Quay East,3,3,,-79.37247,43.642356
1268,2750,2A Church Street,2,2,,-79.373429,43.646926
1269,5300,220 Glengrove West,5,2,,-79.412165,43.717489
1270,3600,45 Charles Street East,2,2,,-79.383999,43.668721
1271,2850,1928 Lake Shore Boulevard West,2,2,,-79.467962,43.635806
1272,4375,60 Joe Shuster Way,4,3,,-79.42607,43.640683
1273,4000,81 Navy Wharf Court,3,2,,-79.391346,43.641834
1274,2550,42 Keewatin,2,1,,-79.398273,43.712748
1275,2500,25 Carlton Street,0,1,,-79.381593,43.661266
1276,4600,87 Peter Street,3,2,,-79.392399,43.646834
1277,2850,1 Bloor Street,2,1,,-79.386477,43.670142
1278,3400,38 The Esplanade,2,2,,-79.37485,43.646827
1279,3200,158 Front Street East,3,2,,-79.368682,43.650384
1280,6000,16 Harbour Street,3,3,,-79.376847,43.643032
1282,11500,20 Edward Street,3,3,,-79.382122,43.656967
1283,7495,108 Rosedale Heights Drive,4,2,,-79.378367,43.687889
1284,4500,68 Lewis Street,3,3,,-79.348384,43.658107
1285,4500,100 River Street,3,3,,-79.357972,43.660301
1286,6200,488 University,3,2,,-79.388916,43.655156
1287,9290,19 Gormley,5,4,,-79.398083,43.694281
1288,2950,212 Eglinton East,2,1,,-79.391971,43.708295
1289,2650,99 John Street,2,1,,-79.389852,43.647439
1290,2477,1928 Lakeshore Boulevard West,2,1,,-79.467962,43.635806
1291,3492,55 East Liberty Street,2,2,,-79.412738,43.638565
1292,3900,410 Queens Quay West,2,2,,-79.391459,43.638061
1293,4125,1815 Yonge Street,1.5,1,,-79.395685,43.696017
1294,2400,85 East Liberty Street,1.5,1,600 ,-79.416282,43.638521
1295,2400,85 East Liberty Street,1,1,600 ,-79.415567,43.638161
1296,2400,85 East Liberty Street,1.5,1,600 ,-79.415567,43.638161
1297,3400,20 Lombard Street,2,1,,-79.37696,43.651652
1298,4292,1 Elsie Lane,4,3,,-79.451194,43.659481
1299,3800,50 Hargrave Lane,3,3,,-79.380565,43.723438
1300,3500,101 Burnside Drive,3,1,,-79.417265,43.679369
1301,2350,1 Yorkville,1,1,,-79.387794,43.671628
1302,5800,101 Charles Street East,3,3,,-79.380543,43.669636
1303,5750,96 St Patrick Street,3,2,,-79.390066,43.653051
1304,3400,83 Redpath,3,2,,-79.391948,43.706541
1305,3250,70 Temperance Street,2,2,,-79.382148,43.65053
1306,3000,93B Douglas Crescent,2,1,1000 ,-79.366691,43.692734
1307,3500,88 Blue Jays Way,2,2,800 ,-79.392457,43.645505
1308,2250,107 Glenholme,1,1,,-79.438503,43.678605
1309,2295,50 Power Street,1,1,,-79.363033,43.654529
1310,3000,1 Yorkville,2,1,,-79.387794,43.671628
1311,3792,1060 Lansdowne,4,3,,-79.447626,43.669147
1312,2900,33 Helendale,3,2,,-79.399561,43.708766
1313,2500,365 Church Street,2,1,,-79.378691,43.660924
1314,4100,197 Yonge Street,3,2,,-79.379188,43.653436
1315,3180,111 St Clair West,1,2,,-79.399259,43.68671
1316,3500,28 Wellesley Street East,2,2,,-79.383064,43.665466
1317,5100,421 Roselawn,5,3,,-79.411637,43.708107
1318,9500,43 Rusholme Road,4,4,,-79.426987,43.650728
1319,2600,478 King Street West,2,1,,-79.396482,43.645536
1320,4200,717 Bay Street,3,2,,-79.384655,43.658809
1321,2500,55 Stewart Street,1,1,,-79.401264,43.643243
1322,2950,95 Lombard Street,0.5,0.5,750 ,-79.37335,43.652004
1323,4120,1815 Yonge Street,1.5,1,,-79.395685,43.696017
1324,4495,398 Westmoreland Avenue North,3,2.5,1250 ,-79.43539,43.672322
1325,3150,39 Roehampton,2,2,,-79.397282,43.708017
1326,3950,1205 Queen Street West,3,2,,-79.428968,43.641889
1327,2950,395 Bloor Street East,2,1,,-79.37742,43.671975
1328,2900,8 Scollard Street,2,2,,-79.388658,43.672712
1329,4300,33 Charles Street East,3,2,,-79.384479,43.668578
1330,6500,46 Fort York Boulevard,4,3,,-79.395442,43.640207
1331,7500,35 Mariner Terrace,3,2,,-79.392089,43.639669
1332,3995,305 Roehampton,4,3,,-79.388548,43.709651
1333,6100,33 Helendale,3,3,,-79.399581,43.70886
1334,3800,343 Runnymede Road,4,2,,-79.477353,43.654417
1335,2300,1603 Eglinton Avenue West,1.5,1,589 ,-79.443106,43.696916
1336,2375,70 Queens Wharf Road,1,1,600 ,-79.399473,43.638518
1338,3450,89 Boultbee Avenue,2.5,1.5,1200 ,-79.335269,43.673315
1339,2550,25 The Esplanade,1,1,,-79.375009,43.646197
1340,3100,1 Yorkville,2,2,,-79.387794,43.671626
1341,2800,35 Rolling Mills Road,2,2,,-79.355444,43.652948
1342,3000,39 Roehampton,2,2,,-79.397282,43.708017
1343,3000,85 Wood Street,2,1,,-79.379292,43.662786
1344,2300,318 King Street East,1,1,,-79.363735,43.652581
1345,3995,407 Symington,3,1,,-79.452189,43.668511
1346,3500,20 Blue Jays Way,2,2,,-79.391852,43.643889
1347,3500,1928 Lake Shore Boulevard West,3,2,,-79.467616,43.635762
1348,6500,88 Scott Street,3,2,,-79.376412,43.648389
1349,3000,28 Ted Rogers Way,2,1,,-79.380609,43.670587
1350,2800,1997 Danforth,2,2,,-79.314693,43.685084
1351,2550,151 Dan Leckie Way,2,1,,-79.397947,43.639783
1352,4200,3 Elsie Lane,3,3,,-79.451009,43.659836
1353,4200,915 Carlaw,3,3,,-79.348832,43.683139
1354,2950,2596 Yonge Street,2,1,,-79.400339,43.714723
1355,3990,220 George Street,2,3,,-79.373072,43.655682
1356,2500,219 Fort York Boulevard,1,1,,-79.405722,43.636642
1357,2000,15 Baseball Place,0,1,,-79.351509,43.657532
1358,3999,32 Gifford Street,4,2,,-79.363717,43.663463
1359,2800,1926 Lake Shore Boulevard,2,2,,-79.467492,43.635764
1360,7800,28 Freeland Street,4,3,,-79.374133,43.643831
1361,4350,179 Bleecker Street,3,3,,-79.373506,43.667001
1362,8000,30 Nelson Street,2,2,,-79.388412,43.649038
1363,3100,1 YORKVILLE Avenue,1,2,557 ,-79.387794,43.671623
1364,4200,488 University,2,2,,-79.388916,43.655156
1365,8800,88 Davenport Road,2,2,,-79.390435,43.673338
1366,4200,11 Wellesley Street West,3,2,,-79.385343,43.664567
1367,2750,1 Cardiff Road East,2,2,,-79.383113,43.71031
1368,2990,1928 Lake Shore Boulevard West,2,2,,-79.467962,43.635806
1369,5000,1 Bloor Street East,3,2,,-79.386246,43.670159
1370,4400,11 Wellesley Street West,3,2,,-79.385343,43.664567
1371,4500,20 Lombard Street,2,2,,-79.37696,43.651652
1372,3600,736 Bay Street,3,2,,-79.385607,43.659398
1373,4500,180 Mill Street,4,3,,-79.355178,43.652043
1374,4600,761 Bay Street,3,2,,-79.384996,43.659667
1375,4500,131 Brock,3,2,,-79.433767,43.645847
1376,2850,8 Scollard Street,2,1,,-79.388658,43.672712
1377,2100,19 Bernard,2,1,,-79.397399,43.673588
1378,2700,36 Lisgar Street,2,2,,-79.423245,43.641888
1379,3400,203 College Street,2,2,,-79.395427,43.658514
1380,4850,33 Cameron,3,3,,-79.397765,43.649383
1381,4500,179 Avenue Road,3,2,,-79.396465,43.675091
1382,2550,131 Brock,2,1,,-79.433767,43.645847
1383,2888,28 Freeland Street,2,1,,-79.374133,43.643831
1384,2200,1420 Dupont Street,1,1,,-79.448268,43.666698
1385,4250,5 Soudan,3,2,,-79.397113,43.70437
1386,2650,942 Yonge Street,2,1,,-79.388726,43.674574
1387,2650,39 Roehampton,2,2,,-79.397282,43.708017
1388,3400,99 John Street,2,1,,-79.389852,43.647439
1389,3500,6 Prust,2,2,,-79.330987,43.670897
1390,2700,50 Wellesley Street East,1.5,1,600 ,-79.382538,43.665596
1391,2800,8 Park Road,1,2,,-79.384691,43.671302
1392,2400,1 King Street West,0,1,,-79.378145,43.648858
1393,12500,103 Dunloe Road,4,5,,-79.413704,43.696596
1394,2300,176 Saint Clarens Avenue,1,1,1200 ,-79.439198,43.651646
1395,3200,70 Temperance Street,2.5,2,750 ,-79.382148,43.65053
1396,3500,1 Scott Street,1,2,1085 ,-79.37513,43.646825
1397,3400,19 Bathurst Street,2,2,,-79.399849,43.637558
1398,2500,403 Church Street,1,1,,-79.379333,43.662238
1399,2999,90 Broadview,1,2,,-79.349739,43.657992
1400,4300,1928 Lakeshore Boulevard West,2,3,,-79.467962,43.635806
1401,3200,39 Roehampton,2,2,,-79.397282,43.708017
1402,11000,39 Burton Road,5,7,,-79.419156,43.692318
1403,2900,101 Erskine,2,2,,-79.395391,43.711587
1404,3000,50 Power Street,2,2,,-79.363033,43.654529
1405,3900,261 Queen Street,2,2,,-79.389105,43.650163
1406,3500,278 Annette Street,4,2,,-79.472871,43.662268
1407,2700,197 Yonge Street,2,1,,-79.379188,43.653436
1408,3600,361 Front Street West,3,2,,-79.391635,43.643054
1409,3600,10 Tarmola Park Court,3,3,,-79.383184,43.653226
1410,9950,48 Berryman Street,3,4,,-79.393474,43.673447
1411,3100,8 Eglinton,3,2,,-79.39813,43.707314
1412,5900,199 Richmond Street West,3,2,,-79.387954,43.649516
1413,4950,125 Peter Street,2,1,700 ,-79.393037,43.64832
1414,2200,142 Rhodes Avenue,1,1,550 ,-79.319241,43.669431
1415,3400,39 Roehampton,3,2,,-79.397282,43.708017
1416,3250,39 Roehampton,3,2,,-79.397282,43.708017
1417,6400,480 Queens Quay West,2,2,,-79.394072,43.637525
1418,4600,11 Wellesley Street West,3,2,,-79.385343,43.664567
1419,2200,116 Eastwood Road,1,1,,-79.314938,43.674066
1420,1449,136 Edwin,1,1,,-79.455951,43.665479
1421,6800,300 Front Street West,3,3,,-79.389405,43.644128
1422,1500,111 Sunnyside,1,1,,-79.449128,43.64118
1423,2300,1174 St. Clair West,1,1,,-79.44354,43.678078
1424,3070,215 Lonsdale Road,1,1,,-79.403584,43.690473
1425,2100,315 Logan,1,1,,-79.343036,43.662493
1426,3100,2 Emerson,3,1,,-79.441059,43.659143
1427,3350,575 Bloor Street East,2,2,,-79.372459,43.671834
1428,3750,250 Wellington Street West,2,1,,-79.390684,43.645193
1429,3550,21 Widmer Street,2,2,,-79.390994,43.647241
1430,2500,25 Telegram Mews,2,1,,-79.39446,43.641019
1431,9000,1 Yorkville,3,3,,-79.387794,43.671626
1432,8000,40 Westmoreland,5,3,,-79.431225,43.661935
1433,4650,227 Logan,3,3,,-79.341998,43.659809
1434,4000,65 Bremner Boulevard,3,2,,-79.380521,43.642629
1435,2700,1926 Lake Shore Boulevard,2,2,,-79.467962,43.635806
1436,3550,750 Bay Street,3,2,,-79.386061,43.659677
1437,2500,255 Richmond Street East,1,1,,-79.370441,43.652847
1438,5500,30 Wellington Street East,3,2,,-79.37555,43.648726
1439,2200,25 Baseball Place,1,1,,-79.350919,43.657684
1440,9500,1 Yorkville,3,3,,-79.387794,43.671626
1441,4100,219 Dundas Street East,3,2,,-79.37304,43.657522
1442,6500,488 University,3,2,,-79.388916,43.655156
1443,6500,52 Inglewood Drive,5,5,,-79.388152,43.690875
1444,3400,209 Fort York Boulevard,1,1,700 ,-79.404916,43.63691
1445,3100,388 Yonge Street,1.5,1,,-79.382465,43.659213
1446,2700,59 East Liberty Street,1,1,653 ,-79.413967,43.638683
1447,2800,65 Bremner Boulevard,1,1,490 ,-79.380613,43.642959
1449,5700,85 East Liberty Street,3,2,1400 ,-79.415567,43.638161
1451,2280,80 Queens Wharf Road,1,1,505 ,-79.400027,43.638599
1452,2200,395 Bloor Street East,0,1,400 ,-79.377481,43.672089
1453,2350,36 Lisgar Street,1,1,,-79.423245,43.641888
1454,8340,215 Lonsdale Road,3,2,,-79.403584,43.690473
1455,2300,50 Charles Street East,0,1,,-79.38382,43.669571
1456,3600,711 Bay Street,2,2,,-79.384652,43.658823
1457,3100,50 Charles Street East,2,1,,-79.38382,43.669571
1458,2850,1003 Queen Street East,1,1,,-79.337467,43.661458
1459,6700,1 Gloucester Street,3,2,,-79.384865,43.666517
1460,6995,674 Huron Street,3,4,,-79.404909,43.674917
1462,4150,8 Mercer Street,3,2,,-79.389908,43.646006
1463,20000,1 Yorkville,4,3,,-79.387794,43.671626
1464,2500,225 Sackville Street,1,1,,-79.362454,43.659909
1465,6790,215 Lonsdale Road,2,3,,-79.403584,43.690473
1466,3875,570 Bay Street,2,2,,-79.383879,43.655375
1467,7000,55 Scollard Street,2,2,,-79.389362,43.672111
1468,2500,28 Ted Rogers Way,1,1,,-79.380609,43.670587
1469,3800,103 The Queensway,3,2,,-79.470463,43.636293
1470,3900,4 K Spadina,3,2,,-79.39385,43.641184
1471,3100,42 Charles Street East,2,1,,-79.384171,43.669301
1472,3999,1234 Shaw Street,3,3,,-79.428389,43.674255
1473,4000,338 Berkeley Street,1,1,725 ,-79.368444,43.661201
1474,2500,320 Lonsdale Road,1,1,,-79.412062,43.688987
1475,8500,80 John Street,3,2,,-79.39018,43.64687
1476,2480,184 Lappin,2,1,,-79.445579,43.66503
1477,3500,1928 Lake Shore West,3,2,,-79.467962,43.635806
1478,2550,105 George Street,1,1,520 ,-79.370793,43.652205
1479,1900,1020 King Street West,0,0,550 ,-79.415554,43.641609
1480,3000,38 The Esplanade Street,2,1,,-79.37485,43.646827
1481,2900,103 The Queensway,2,2,,-79.470463,43.636293
1482,4950,62 Elmsthorpe,4,3,,-79.411065,43.703535
1483,3250,130 Parliament Street,3,1,,-79.364035,43.654143
1484,3275,35 Mariner Terrace,1,1,,-79.392089,43.639669
1485,3100,1190 Dundas Street East,3,2,,-79.341257,43.665189
1486,3499,7 Grenville Street,2,2,,-79.383854,43.661897
1487,2975,38 The Esplanade,2,1,,-79.37485,43.646827
1488,2950,14 York Street West,2,1,,-79.381539,43.641966
1489,3500,1928 Lake Shore Boulevard West,3,2,,-79.467962,43.635806
1490,2600,33 Mill Street,1,1,,-79.360949,43.650199
1491,3900,256 Annette Street,3,1,,-79.471861,43.662508
